L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,experiment_short
L2,A0,R4,I1,T9,range_fusion,5,542.4495682531566,870.1885509797936,18.553627094214647,587.7316470519551,231.8021379954777,-638.3864129843159,0.0,142.4972018827749,208.04909846570018,X_A0_R4_L2_I1_T9
L2,A0,R2,I3,T9,range_fusion,5,568.5739665559878,870.2899941682226,16.8011897154444,601.0254011434806,231.8021379954777,-638.487856172745,0.0,140.4771110492456,193.17438518186836,X_A0_R2_L2_I3_T9
L1,A0,R3,I4,T8,range_fusion,5,592.3569145409643,870.4418171519216,2.2115257087318447,618.7091522559406,231.8021379954777,-638.6396791564439,0.0,143.43107345270522,189.9637709658951,X_A0_R3_L1_I4_T8
L13,A0,R3,I7,T7,range_fusion,5,581.2941223464559,870.7446004659727,27.030221153965652,616.1356458012334,231.8021379954777,-638.942462470495,0.0,144.42703755245407,191.77388706498192,X_A0_R3_L13_I7_T7
L18,A0,R4,I5,T8,range_fusion,5,585.1767243973047,870.9892197433483,15.713926868765196,619.6692370490907,231.8021379954777,-639.1870817478706,0.0,137.72452722122023,194.7941299883418,X_A0_R4_L18_I5_T8
L3,A0,R3,I8,T6,range_fusion,5,595.5973447889002,871.4224120921023,10.141883852716301,615.8191481592371,231.8021379954777,-639.6202740966246,0.0,138.3902003694458,197.8973634002185,X_A0_R3_L3_I8_T6
L3,A0,R2,I4,T7,range_fusion,5,580.306364788876,871.5738984001642,10.404075128227433,617.4918646124337,231.8021379954777,-639.7717604046866,0.0,139.9160770363329,199.50686968540998,X_A0_R2_L3_I4_T7
L3,A0,R4,I1,T7,range_fusion,5,565.5552276788202,871.6707400144365,10.46801802421008,602.647897338561,231.8021379954777,-639.8686020189589,0.0,142.37294915070498,203.59794941869916,X_A0_R4_L3_I1_T7
L19,A0,R3,I0,T10,range_fusion,5,591.1549097639958,871.8990766087979,3.943067815467334,617.3866066070638,231.8021379954777,-640.0969386133204,0.0,143.52699802101156,201.10619597332064,X_A0_R3_L19_I0_T10
L14,A0,R3,I1,T7,range_fusion,5,582.5030110050276,871.927049841706,20.92725345389202,613.1264059957718,231.8021379954777,-640.1249118462283,0.0,143.23324900131837,197.23575868530824,X_A0_R3_L14_I1_T7
L3,A0,R4,I2,T7,range_fusion,5,568.9249013411005,872.7038925951856,14.306534200765615,605.5527368490691,231.8021379954777,-640.9017545997079,0.0,139.9885675260288,204.03285493039508,X_A0_R4_L3_I2_T7
L16,A0,R3,I1,T6,range_fusion,5,594.4216986615398,872.8271577951846,10.392298023852495,624.1335330344062,231.8021379954777,-641.0250197997069,0.0,144.4325247691585,194.5949199758,X_A0_R3_L16_I1_T6
L11,A0,R3,I4,T10,range_fusion,5,534.9656319653994,872.8307962441546,21.2090735385995,578.3090762546343,231.8021379954777,-641.028658248677,0.0,140.96704588540345,211.24616124721214,X_A0_R3_L11_I4_T10
L12,A0,R3,I8,T7,range_fusion,5,567.8502987776637,872.9221955171755,29.040453639724706,606.4513139882688,231.8021379954777,-641.1200575216978,0.0,133.9631253101465,194.10806173580687,X_A0_R3_L12_I8_T7
L19,A0,R2,I7,T6,range_fusion,5,594.4201764444155,873.1236150658045,17.301114485835466,624.2562160150262,231.8021379954777,-641.321477070327,0.0,142.55967933889104,200.08028718710403,X_A0_R2_L19_I7_T6
L17,A0,R3,I2,T9,range_fusion,5,566.9457329519176,873.193915918959,13.724545773485358,609.3062679342107,231.8021379954777,-641.3917779234813,0.0,145.6222627714908,200.62435950768833,X_A0_R3_L17_I2_T9
L17,A0,R2,I7,T9,range_fusion,5,581.9142297454679,873.2429476974434,20.421333703536842,608.2164372895601,231.8021379954777,-641.4408097019657,0.0,138.0796746597464,198.64272398335441,X_A0_R2_L17_I7_T9
L17,A0,R2,I8,T7,range_fusion,5,580.4800867472192,873.6238005589272,14.145460678034192,615.8115353141768,231.8021379954777,-641.8216625634495,0.0,137.98155778438445,197.7040412351206,X_A0_R2_L17_I8_T7
L5,A0,R3,I2,T6,range_fusion,5,598.0495535400805,873.6362571160604,20.274726810940436,621.497358841951,231.8021379954777,-641.8341191205827,0.0,144.24208158521122,195.76552960299458,X_A0_R3_L5_I2_T6
L11,A0,R4,I5,T6,range_fusion,5,573.3262127773407,873.6982869411937,20.02851049588976,600.1137697976201,231.8021379954777,-641.896148945716,0.0,138.38609996315085,204.47792470959445,X_A0_R4_L11_I5_T6
L14,A0,R4,I0,T10,range_fusion,5,584.1107540324994,873.8327716932172,9.845503034260522,612.7360807244606,231.8021379954777,-642.0306336977395,0.0,143.41705758923305,205.43085573088365,X_A0_R4_L14_I0_T10
L18,A0,R3,I6,T6,range_fusion,5,584.3474541450818,873.961224887828,18.350141397711365,620.1110993674654,231.8021379954777,-642.1590868923503,0.0,144.10176437503566,198.2901465788117,X_A0_R3_L18_I6_T6
L2,A0,R4,I2,T10,range_fusion,5,507.0682043690558,874.0567502064621,45.65868918442423,557.3463307456701,231.8021379954777,-642.2546122109845,0.0,134.93293975569085,238.84284613258723,X_A0_R4_L2_I2_T10
L16,A0,R3,I2,T6,range_fusion,5,589.3074460404698,874.411794933674,16.980173928913402,621.2509481315054,231.8021379954777,-642.6096569381964,0.0,143.9968947857463,194.6701929052915,X_A0_R3_L16_I2_T6
L12,A0,R2,I5,T6,range_fusion,5,567.9714423051396,874.7256298589298,21.368904255341004,605.6434687425239,231.8021379954777,-642.9234918634522,0.0,136.78813004515615,191.96704603473304,X_A0_R2_L12_I5_T6
L14,A0,R2,I3,T6,range_fusion,5,606.2583846497457,874.7920901975671,9.92807427457975,633.9058683745983,231.8021379954777,-642.9899522020894,0.0,139.79408554851298,198.91760952566818,X_A0_R2_L14_I3_T6
L12,A0,R4,I3,T6,range_fusion,5,582.3296351904404,875.4222023869903,11.980571901568375,618.7468180710076,231.8021379954777,-643.6200643915126,0.0,139.2737825937315,205.02551965824802,X_A0_R4_L12_I3_T6
L0,A0,R3,I0,T7,range_fusion,5,596.7603776162114,875.4585179866074,0.0,622.4103300050426,231.8021379954777,-643.6563799911297,0.0,143.73048123777673,191.97417383347064,X_A0_R3_L0_I0_T7
L16,A0,R2,I7,T6,range_fusion,5,601.9326106911677,875.7891022560727,10.510187137869801,629.4879947326491,231.8021379954777,-643.9869642605951,0.0,140.03167926272502,203.5567489432322,X_A0_R2_L16_I7_T6
L1,A0,R3,I0,T9,range_fusion,5,590.4442143735675,875.8614404777124,14.427272801254906,624.8820541831793,231.8021379954777,-644.0593024822349,0.0,144.60986469988242,188.21926638113402,X_A0_R3_L1_I0_T9
L19,A0,R4,I3,T8,range_fusion,5,598.4018309467485,876.0619130676736,10.637821534463347,628.5979558260544,231.8021379954777,-644.2597750721959,0.0,142.12580407032522,193.2633780233056,X_A0_R4_L19_I3_T8
L2,A0,R3,I5,T6,range_fusion,5,568.4097468763687,876.2834229117949,15.791886866679345,605.9720962475709,231.8021379954777,-644.4812849163172,0.0,135.8780314081522,184.9233841589118,X_A0_R3_L2_I5_T6
L5,A0,R2,I7,T6,range_fusion,5,601.0097923963142,876.341163060245,11.4489486605048,626.4581798346138,231.8021379954777,-644.5390250647673,0.0,145.75177772093474,200.17427772668088,X_A0_R2_L5_I7_T6
L5,A0,R4,I3,T8,range_fusion,5,597.0680073588321,876.3972982534837,12.1920498197204,629.9802371228884,231.8021379954777,-644.595160258006,0.0,142.2686310294222,196.16554065648333,X_A0_R4_L5_I3_T8
L11,A0,R3,I6,T9,range_fusion,5,580.056155595192,876.5283627320907,12.204776702048836,604.2638852104919,231.8021379954777,-644.7262247366132,0.0,138.28352153791215,209.80886732261496,X_A0_R3_L11_I6_T9
L3,A0,R2,I2,T9,range_fusion,5,574.1422503188645,876.9862099321693,16.91699891315853,609.7602413675254,231.8021379954777,-645.1840719366917,0.0,142.6807304783674,204.98913494693429,X_A0_R2_L3_I2_T9
L18,A0,R2,I4,T7,range_fusion,5,596.1991469496683,877.075654581991,18.07060178224456,626.0930987610641,231.8021379954777,-645.2735165865133,0.0,140.20818794798726,200.12038730017767,X_A0_R2_L18_I4_T7
L3,A0,R2,I1,T9,range_fusion,5,569.6376687704653,877.2134325276377,10.922955520105061,606.3083628863158,231.8021379954777,-645.4112945321599,0.0,142.92706738854446,197.372647609071,X_A0_R2_L3_I1_T9
L13,A0,R2,I4,T6,range_fusion,5,591.0132690729249,877.8533655805446,12.090335048708273,624.5809219807854,231.8021379954777,-646.051227585067,0.0,143.68072869222,202.48816663700168,X_A0_R2_L13_I4_T6
L13,A0,R3,I3,T6,range_fusion,5,601.0320934929032,878.0298254212146,15.299182812759293,625.3631608045878,231.8021379954777,-646.227687425737,0.0,141.58869828910179,195.10732659215964,X_A0_R3_L13_I3_T6
L14,A0,R2,I7,T7,range_fusion,5,583.2231325265493,878.057849640644,6.075840561450288,613.7732092070893,231.8021379954777,-646.2557116451665,0.0,141.40460730695543,199.90698236939073,X_A0_R2_L14_I7_T7
L17,A0,R4,I2,T7,range_fusion,5,572.0291705155225,878.0651266422137,13.681683887932662,612.537822099341,231.8021379954777,-646.2629886467361,0.0,142.79850956525087,206.44323295383896,X_A0_R4_L17_I2_T7
L15,A0,R2,I5,T8,range_fusion,5,600.9044612662506,878.6750088921817,8.423046847074675,626.6517867280818,231.8021379954777,-646.8728708967041,0.0,143.20854878403836,192.46499024046665,X_A0_R2_L15_I5_T8
L13,A0,R4,I8,T8,range_fusion,5,590.9404441713522,878.755374098239,10.246515881564685,622.9823050553451,231.8021379954777,-646.9532361027614,0.0,141.29795810015955,197.8768082443108,X_A0_R4_L13_I8_T8
L11,A0,R4,I3,T9,range_fusion,5,573.8107857866687,878.8396127628318,29.39013758104156,605.3597804352497,231.8021379954777,-647.0374747673543,0.0,136.933418410362,212.79465398652525,X_A0_R4_L11_I3_T9
L3,A0,R3,I3,T7,range_fusion,5,582.2851633930566,879.0285029147642,14.875118861347673,619.3902661271795,231.8021379954777,-647.2263649192867,0.0,137.57276063347308,196.04464368468624,X_A0_R3_L3_I3_T7
L16,A0,R4,I3,T8,range_fusion,5,603.682069443868,879.3430367042987,14.017461403470394,632.5349663941297,231.8021379954777,-647.540898708821,0.0,142.14595136368854,189.53635716621005,X_A0_R4_L16_I3_T8
L19,A0,R3,I1,T6,range_fusion,5,590.3439365316274,879.5994250572278,8.914198910866165,626.3113075677637,231.8021379954777,-647.7972870617501,0.0,143.72605428541127,194.93212466060916,X_A0_R3_L19_I1_T6
L3,A0,R2,I6,T6,range_fusion,5,580.4754399268825,879.9585575182844,14.105808153555888,611.9042917675827,231.8021379954777,-648.1564195228068,0.0,137.85351320025313,198.85443479977812,X_A0_R2_L3_I6_T6
L14,A0,R2,I2,T7,range_fusion,5,585.6967161987119,880.1322634803524,13.250299077999387,616.8656134586361,231.8021379954777,-648.3301254848748,0.0,143.93512181142395,201.4182057306541,X_A0_R2_L14_I2_T7
L13,A0,R3,I1,T7,range_fusion,5,598.9323754120975,881.2058467883786,6.089335829938291,623.9544353858074,231.8021379954777,-649.4037087929009,0.0,141.62868186486492,200.03482678941052,X_A0_R3_L13_I1_T7
L18,A0,R4,I3,T6,range_fusion,5,590.0780953261144,881.2222606254745,12.662793852400151,619.4369673333242,231.8021379954777,-649.4201226299967,0.0,141.86744986499428,194.39331827131932,X_A0_R4_L18_I3_T6
L11,A0,R2,I4,T10,range_fusion,5,541.9486742332595,881.2287537195465,23.37127512881164,584.4169582709717,231.8021379954777,-649.4266157240688,0.0,139.8144561302082,206.43998759710666,X_A0_R2_L11_I4_T10
L12,A0,R2,I8,T7,range_fusion,5,577.1442901801653,881.4453665713903,24.694873800326054,614.4723344666785,231.8021379954777,-649.6432285759128,0.0,131.4740482588952,197.02155104190118,X_A0_R2_L12_I8_T7
L19,A0,R2,I2,T6,range_fusion,5,598.2128195858676,881.5897337670925,6.176773581241207,626.9164313528574,231.8021379954777,-649.7875957716149,0.0,143.73022329030832,200.92960104548072,X_A0_R2_L19_I2_T6
L2,A0,R3,I2,T10,range_fusion,5,537.0300416767224,882.0421442800423,23.269885294812653,588.2388807738116,231.8021379954777,-650.2400062845647,0.0,142.25200062234973,226.412914340471,X_A0_R3_L2_I2_T10
L11,A0,R4,I6,T7,range_fusion,5,585.0374497906148,882.0946364419062,14.357731300966414,608.7863281508965,231.8021379954777,-650.2924984464286,0.0,135.15399035648312,209.7888961378961,X_A0_R4_L11_I6_T7
L17,A0,R2,I2,T9,range_fusion,5,577.9478999344649,882.134088884065,14.36508321459528,616.3975851166382,231.8021379954777,-650.3319508885874,0.0,142.97292893909807,205.96991608727868,X_A0_R2_L17_I2_T9
L1,A0,R4,I0,T7,range_fusion,5,597.2436626083812,882.2281164081751,14.247975080932509,630.5851419559147,231.8021379954777,-650.4259784126973,0.0,142.95388264920754,189.4615474392574,X_A0_R4_L1_I0_T7
L12,A0,R3,I4,T7,range_fusion,5,581.7577380926175,882.2813048563114,18.335027275895108,618.6476217534794,231.8021379954777,-650.4791668608336,0.0,138.8667725797522,204.0444399102208,X_A0_R3_L12_I4_T7
L13,A0,R3,I2,T7,range_fusion,5,583.2514441488162,882.501779997182,11.460466007148709,613.8426494181707,231.8021379954777,-650.6996420017043,0.0,135.61063524452845,203.12710570966848,X_A0_R3_L13_I2_T7
L18,A0,R3,I8,T6,range_fusion,5,596.5446636006619,882.8830017303751,12.266907267489586,627.1469299216762,231.8021379954777,-651.0808637348975,0.0,143.49557060863162,195.21681208814005,X_A0_R3_L18_I8_T6
L5,A0,R3,I6,T8,range_fusion,5,605.1574122412088,882.987440093873,13.593832912428399,636.2045188294693,231.8021379954777,-651.1853020983954,0.0,143.59109131348697,190.69805316901844,X_A0_R3_L5_I6_T8
L16,A0,R3,I6,T8,range_fusion,5,613.2845571229575,883.1308484293417,13.72902660330339,634.2552218836664,231.8021379954777,-651.328710433864,0.0,143.17952976758596,189.2038772821983,X_A0_R3_L16_I6_T8
L3,A0,R2,I8,T6,range_fusion,5,604.539278881595,883.2080841097434,10.940692417968949,625.4029737514636,231.8021379954777,-651.4059461142656,0.0,137.5600618776437,204.80625231395857,X_A0_R2_L3_I8_T6
L10,A0,R4,I5,T10,range_fusion,5,513.9543637758446,883.5583972052533,20.68598021999983,575.803255496303,231.8021379954777,-651.7562592097755,0.0,131.23796907192983,239.69477194456016,X_A0_R4_L10_I5_T10
L17,A0,R4,I5,T8,range_fusion,5,588.2997230725949,883.574845420733,12.621551842646989,624.8438619000448,231.8021379954777,-651.7727074252555,0.0,142.8011600861206,198.04849432440767,X_A0_R4_L17_I5_T8
L14,A0,R4,I4,T8,range_fusion,5,603.7763837298068,884.081909900884,14.466917553942057,634.5260969391899,231.8021379954777,-652.2797719054064,0.0,143.658258734755,194.05523788177965,X_A0_R4_L14_I4_T8
L1,A0,R2,I4,T8,range_fusion,5,604.2239426923494,884.0969808136864,2.613202702456267,628.7844783662562,231.8021379954777,-652.2948428182087,0.0,142.64547491456264,186.05320412175294,X_A0_R2_L1_I4_T8
L2,A0,R2,I5,T6,range_fusion,5,576.5167343004978,884.2949422442683,12.444949149707089,613.5100902771404,231.8021379954777,-652.4928042487907,0.0,132.31119273282061,193.20616568163308,X_A0_R2_L2_I5_T6
L15,A0,R3,I7,T6,range_fusion,5,595.483814788978,884.3195999975302,15.778211125544406,627.2609253321664,231.8021379954777,-652.5174620020525,0.0,141.80648014898532,197.2527171460094,X_A0_R3_L15_I7_T6
L0,A0,R2,I2,T8,range_fusion,5,603.4986781916657,884.7467768927839,0.0,628.194013228765,231.8021379954777,-652.9446388973063,0.0,143.0677432940154,186.27261508171063,X_A0_R2_L0_I2_T8
L0,A0,R2,I7,T8,range_fusion,5,603.4986781916657,884.7467768927839,0.0,628.194013228765,231.8021379954777,-652.9446388973063,0.0,143.0677432940154,186.27261508171063,X_A0_R2_L0_I7_T8
L14,A0,R2,I1,T7,range_fusion,5,594.5311521306288,884.9753517191346,19.1155687273583,623.7409826521684,231.8021379954777,-653.1732137236569,0.0,142.98112416772955,203.90350346180932,X_A0_R2_L14_I1_T7
L16,A0,R2,I2,T6,range_fusion,5,600.3956782880248,885.2180489493643,16.465171910745777,631.4095975064437,231.8021379954777,-653.4159109538866,0.0,144.18859550753797,202.41340877482315,X_A0_R2_L16_I2_T6
L17,A0,R3,I4,T7,range_fusion,5,594.9655977329501,885.2240591786547,12.499849120487344,626.4084479910548,231.8021379954777,-653.4219211831771,0.0,140.53074815395718,199.68399592276904,X_A0_R3_L17_I4_T7
L2,A0,R4,I2,T9,range_fusion,5,553.4288927786736,885.2279133335621,20.896333192574616,598.5144382405474,231.8021379954777,-653.4257753380846,0.0,135.12658305126806,224.41273169330947,X_A0_R4_L2_I2_T9
L13,A0,R2,I7,T7,range_fusion,5,590.056380011271,885.305109328949,26.04422525712087,626.4818214497424,231.8021379954777,-653.5029713334714,0.0,144.37152169491202,200.92957844961205,X_A0_R2_L13_I7_T7
L12,A0,R3,I1,T9,range_fusion,5,588.274751004057,886.0747058783651,5.223546157105788,616.0950041889236,231.8021379954777,-654.2725678828874,0.0,135.55008776362013,203.08311099888545,X_A0_R3_L12_I1_T9
L2,A0,R2,I2,T10,range_fusion,5,546.4685998139745,886.1792846606717,21.494683284844612,593.3926099899174,231.8021379954777,-654.377146665194,0.0,139.96180454243833,222.22183720031916,X_A0_R2_L2_I2_T10
L5,A0,R2,I2,T6,range_fusion,5,609.2316203169745,886.3781644043181,20.12953942255842,632.588804212961,231.8021379954777,-654.5760264088404,0.0,142.5863263321919,201.82972193683045,X_A0_R2_L5_I2_T6
L19,A0,R2,I0,T10,range_fusion,5,601.1913961357569,886.4752270780313,6.207692961109656,625.329191987347,231.8021379954777,-654.6730890825536,0.0,146.37888139445198,196.88467736561955,X_A0_R2_L19_I0_T10
L19,A0,R3,I6,T8,range_fusion,5,607.199300763958,886.5616547754864,7.546851552202472,627.9487686098643,231.8021379954777,-654.7595167800087,0.0,142.624409664982,189.86644575069232,X_A0_R3_L19_I6_T8
L16,A0,R2,I1,T6,range_fusion,5,606.1584958958417,886.6840668943372,10.734575871996341,635.7768589321662,231.8021379954777,-654.8819288988595,0.0,142.44788003799283,199.956129409655,X_A0_R2_L16_I1_T6
L0,A0,R3,I1,T8,range_fusion,5,604.9190044056504,886.7227818082223,0.0,630.2200551803796,231.8021379954777,-654.9206438127446,0.0,143.37331178616068,183.66732622905369,X_A0_R3_L0_I1_T8
L12,A0,R3,I7,T9,range_fusion,5,564.8253294284351,886.7748980450739,9.399348366484936,607.8106055702202,231.8021379954777,-654.9727600495962,0.0,136.15821333363303,212.86479375558642,X_A0_R3_L12_I7_T9
L15,A0,R3,I2,T6,range_fusion,5,602.8628119341821,886.8501250724848,11.79473098442669,634.5276842365422,231.8021379954777,-655.0479870770072,0.0,143.06992525189133,195.98809619658215,X_A0_R3_L15_I2_T6
L11,A0,R2,I6,T9,range_fusion,5,588.6531718506336,886.9668925882839,14.139245243108606,613.0921039822078,231.8021379954777,-655.1647545928062,0.0,137.62784817940985,208.2317889370109,X_A0_R2_L11_I6_T9
L17,A0,R3,I6,T6,range_fusion,5,598.9570521747695,886.9784462598349,13.029903062439303,623.2985631980839,231.8021379954777,-655.1763082643572,0.0,144.43591598091044,197.31899799717115,X_A0_R3_L17_I6_T6
L3,A0,R4,I7,T6,range_fusion,5,591.5761602215575,887.6877169496822,14.447836849411184,618.2803799931598,231.8021379954777,-655.8855789542044,0.0,132.74123330693305,205.42004307909073,X_A0_R4_L3_I7_T6
L18,A0,R2,I6,T6,range_fusion,5,594.3907070998537,888.0870966707873,18.224527627975387,630.4089005391518,231.8021379954777,-656.2849586753096,0.0,144.3026088151289,203.0272188138113,X_A0_R2_L18_I6_T6
L1,A0,R2,I0,T9,range_fusion,5,602.7071863617309,888.3757903966373,15.117736985046161,634.1586985401461,231.8021379954777,-656.5736524011596,0.0,145.35655550441425,185.40414093000066,X_A0_R2_L1_I0_T9
L2,A0,R4,I4,T6,range_fusion,5,579.5504242208727,888.6691905088776,25.38354711454625,610.8053934394909,231.8021379954777,-656.8670525133999,0.0,141.3559702092757,197.59409821051761,X_A0_R4_L2_I4_T6
L11,A0,R4,I4,T9,range_fusion,5,548.8051257395908,888.7507903326577,24.428817314793555,592.3397175701349,231.8021379954777,-656.9486523371801,0.0,135.16560339729853,210.40630262011683,X_A0_R4_L11_I4_T9
L2,A0,R3,I7,T9,range_fusion,5,581.1892055014295,889.2112132189492,39.61894175760063,613.2629909310574,231.8021379954777,-657.4090752234714,0.0,132.84605022714018,203.07007266697855,X_A0_R3_L2_I7_T9
L14,A0,R3,I5,T8,range_fusion,5,595.0159518440024,889.8476628767334,9.729891807835788,625.0115763782369,231.8021379954777,-658.0455248812557,0.0,140.70658235891796,193.0243237289053,X_A0_R3_L14_I5_T8
L5,A0,R3,I1,T6,range_fusion,5,599.5940540364123,890.3347309252342,4.096797170258316,625.6583973038041,231.8021379954777,-658.5325929297566,0.0,144.58445413276223,191.70059638830276,X_A0_R3_L5_I1_T6
L13,A0,R2,I1,T7,range_fusion,5,608.1392861872114,890.5647744936621,8.570563060181433,635.7619594391604,231.8021379954777,-658.7626364981845,0.0,139.62317925100538,202.04827373765806,X_A0_R2_L13_I1_T7
L0,A0,R2,I0,T7,range_fusion,5,609.9970847759164,890.767457921683,0.0,635.1063127996547,231.8021379954777,-658.9653199262053,0.0,141.92222607617992,194.72182833042996,X_A0_R2_L0_I0_T7
L11,A0,R4,I7,T10,range_fusion,5,551.7518891766629,890.9530683592184,21.696822501213873,597.319681677099,231.8021379954777,-659.1509303637407,0.0,139.38813555978297,230.8986032818828,X_A0_R4_L11_I7_T10
