bootstrap,delta_tag_mm,rho_percent,rms_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm
930,-170.83642842293443,8.34556028530784,96.47604989363768,320.71915546212375,139.10885134465906,135.4730724998331,230.7860592187864,221.1014573379419,183.73457457957826,199.37684739212267,60.8839262301005
931,-269.27413293831086,10.993627723784627,105.79986716105938,350.6530289238527,163.5859980623002,170.00546649945912,250.3908647259795,108.4773603827016,253.45593943706317,195.235869473113,-0.6205834393236671
932,-177.85190739921438,7.884143690421919,90.4929709146877,325.2303059767329,180.7089145586475,202.0918289019679,197.0719693319102,117.92106274085167,216.14726591877005,192.93849972669463,59.07409690957081
933,-155.38617438967867,7.602129294562587,91.26613455258051,246.17371971353953,120.51169532681295,146.40976273920097,279.4816372092188,223.31788575245056,216.12438674576705,195.31835489256534,63.84650168559038
934,-139.34930519765774,6.873107626893926,81.078723299064,357.49555855366316,148.86762805361366,159.19029921034004,229.69144697086284,189.16011123120626,194.48497637144067,165.34574604330504,46.94817763071393
935,-146.0557993560513,6.982424976645696,74.01956513111467,237.03979263233956,171.06258337306835,122.54697601509064,285.84277134932836,184.30317688493284,188.09974036677113,156.139650589296,146.14925285431875
936,-156.34475466254418,7.459485964051993,92.45568819272499,401.89306340818365,157.1639678537763,129.17555162716462,247.00330932638852,137.33219997435597,128.1191715525611,241.99080289417486,48.50587742854057
937,-195.97206270487365,8.949049644246543,96.06179957240349,304.2957580385613,117.55419882962534,161.92387379407376,275.7384579703258,170.51649738649476,237.78771134192002,153.37930884432072,69.98813785982398
938,-134.43916781049074,7.197543370717341,93.91389256115535,303.12497372062705,219.85940188278104,172.76580228448188,208.47175908652855,142.69509413784368,199.59746234158894,173.574752990231,71.0946976210635
939,-204.75048197160513,8.953955608284758,105.24431503101738,357.09525506164846,150.2876321168784,185.5871630729203,218.9553713022791,165.13339201188498,197.63766636791374,176.75912888706847,39.72833524455217
940,-173.36834158721985,8.091526896372159,93.45366172790563,357.7116107547846,119.52450573166172,248.142541779115,193.03935488209763,148.65339457964922,180.3754858935119,157.43787052130438,86.29917992302117
941,-48.82112042601863,4.436259628894135,77.01083601296175,316.2531533579072,153.05284371982322,120.54744505147187,223.69148221824952,203.45099846316944,143.9963282648181,196.53793040377099,133.65376258593534
942,-213.49753380230968,9.131055909789154,96.4298871704376,305.3944318510008,298.6934775465256,100.52340684608836,291.43954369803464,100.42685547188202,207.29841789837042,139.64840718321327,47.75940357003054
943,-154.2580099813562,7.245460656843727,85.32854018781615,284.4456309356504,188.10176810590775,224.84217549935207,217.09209500535667,132.86623155145904,193.32853340263708,168.33112070214818,82.17638886263445
944,-216.1881281396401,9.322986708017922,95.63698939538295,320.33070386699524,173.66643529810443,163.54474448332365,266.4599408285925,97.60064923487724,221.4359096066285,152.30620998338964,95.83935076323442
945,-78.83598174262131,5.412106738959466,90.6764096872731,266.3936285349015,164.08827492976664,96.18385659249091,308.2312676974689,144.54158520125162,144.22781406211624,300.7465478258047,66.77096922134506
946,-174.04518513676044,8.722675942144864,106.95057234962161,322.50584283588205,183.8290017321699,185.61507390721073,189.09469112756506,116.26603770883192,172.67042373698388,290.9369351667234,30.26593784977871
947,-207.81386604891517,9.494118919179861,100.75728979294975,262.1759280363707,174.32741876458545,107.57085351244888,274.98664999875854,193.26592939663672,217.0464977528698,210.9006810527319,50.90998555074361
948,-154.4554432260069,8.14014013019353,95.47906630748479,343.090979510828,204.37158749085194,72.09147866192323,245.02250269543052,135.9824358463465,206.90418825370693,209.5041498885866,74.2166217174719
949,-141.5269819796859,7.456973444961434,81.36240108260954,261.34110966818923,191.58266560236365,120.66254301891514,213.408418886802,192.13470119312007,227.61272726429456,193.72185069316424,90.71992773829672
950,-78.22314838315205,5.369626810387018,91.63662486053194,315.4773098456249,138.36888897246973,147.82342527535542,241.1659425792684,178.0575652274395,244.79248335462887,141.07131725200873,84.42701155835003
951,-283.38898996966145,11.351822960029168,106.80531967255907,381.3624121347582,164.9346679660624,116.74230576797012,241.93857054318863,209.59509409760423,94.20634936628886,268.88786612431136,13.51667806496178
952,-261.39937134079975,10.489620625433904,95.36278472041414,292.9180726349073,192.54504892675104,163.48467124852658,261.7635794582814,152.04140914142994,193.2460186730353,94.71836038621342,140.46678359600068
953,-134.40914159349214,7.125784506578725,94.1473550820365,254.21570763322364,159.27458724699366,114.56743562683148,254.57319618371366,162.90091827884635,161.7707250355576,273.62884273073695,110.25253132924227
954,-59.67035377190313,4.554381255512396,71.87800698876751,347.08371586237115,111.70656399540383,154.0933639425311,211.1604696246572,134.9387678985758,223.73019570785948,181.88375373913004,126.58711329461698
955,-202.12445232994014,8.825820491375325,95.56192709877487,293.3876521568001,173.19636415973608,186.6074020755496,267.2770777155972,195.96469460149862,149.50166791206817,134.34858480510374,90.90050063879218
956,-202.14792475458708,8.877792064326151,94.44512327622031,284.26946260916765,178.03230633775334,102.65005253978099,267.4782225739213,168.2352038130734,157.71043937332433,246.37948055570627,86.42877626241838
957,-191.25946862766352,8.341022936970433,89.28528810616861,331.9246425108123,105.96072299748224,128.59117573378268,265.54755006237247,167.90807015608294,250.4221575798101,185.40043191260528,55.42919311219762
958,-96.677694937057,5.844579043445464,95.30091589253259,355.4542539482919,137.65853241102133,154.7875068570941,230.00198067478345,149.50297851633889,211.54383066076807,195.76601370825972,56.46884728858814
959,-273.2332332299297,10.957515684219743,100.9996075326866,398.15754969075635,91.09266967184276,171.38809317086378,230.3838923203922,138.68047331011323,199.53638360537744,167.90175912597275,94.04312316982708
960,-96.21798031274798,5.75101992383491,91.2479581195279,327.6621960399574,176.31098272240547,230.81221968158448,252.22791314955404,110.55457199549083,142.05585971133087,147.11066626294883,104.4495345018737
961,-143.33303564948275,7.439385743312954,96.9278347513718,315.810746446605,208.04426867993175,140.41595180417255,203.80175814091714,158.91745587638098,164.73138737545506,239.44167698349315,60.020698758190036
962,-145.03866162609307,7.592501443380684,95.60828773863757,308.91151500165256,175.19579728528208,150.4102259691309,234.50824476059583,210.55227056057822,222.9989050658126,121.48747159604733,67.1195138260461
963,-50.67477835901881,4.712717545358913,91.80396621088195,256.935444918664,136.4116757946158,126.89857908176049,317.30458212381825,143.26195016478414,213.62883113585332,205.1271242817798,91.61575656386981
964,-168.7276834804532,8.241983354590587,106.0051836263796,341.1083224904779,136.79207144582296,147.94142029377775,236.47922691662188,163.70306029932124,214.24070861594885,199.80000578203476,51.119128221140215
965,-210.52752730491545,9.213987895837406,98.0358711788658,364.92420344244397,169.86186246203832,120.28836003232372,284.77809802385985,175.8176165278807,128.53368026352067,203.71377881492498,43.26634449815339
966,-156.3377461200719,7.523640426473777,97.14242042942615,283.0583976651113,186.90255737545627,241.0745397522761,204.95482930783194,171.34966849168632,158.60927551562256,180.495454287472,64.73922166968917
967,-181.66562694715634,7.76348722010809,82.13262454281386,326.2916463077996,165.94000996282253,87.73175738552573,203.4200670778929,188.93796285466044,168.09488129793684,250.25482408336643,100.51279509514113
968,-68.2044898350073,4.827419612847805,80.02806948500742,308.1538515676024,169.5628954773005,124.75940754156929,272.7359737380398,173.5475856227742,157.47195926913844,223.81747957800212,61.134791270718964
969,-133.18815501247377,6.718543673400745,95.66436186281454,343.0686832823899,150.83472665217573,121.65994267635345,253.88100515244656,170.76404170772605,181.4105833577967,200.0486192522263,69.51634198403097
970,-124.72519293189993,6.601871369809942,84.30594330630088,275.199348918953,75.23167125656546,73.21910144735092,313.7933255956352,186.30032141517103,241.62533368181252,264.01004238553776,61.80479936411973
971,-123.95077542201385,7.025173685827468,98.77416775270306,335.71760460712915,150.67435960057458,202.8429938502073,284.8090254181467,144.0411852109707,121.13406968556889,188.3012989215632,63.663406770985105
972,-61.21674864877326,5.226886373829842,100.51003801280413,278.332419501333,162.53496889605753,141.35624337172595,235.1997260944143,127.9315574991804,197.9236440101596,285.0984989200383,62.806885772236555
973,-128.37895713742014,6.537386407302392,88.89421869558582,304.8891928398067,234.18879596971112,133.85866511106414,228.70870992353645,136.9023344443346,144.60130981399686,206.6569845071657,101.37795145553008
974,-276.9573967408448,11.585670743728826,107.88949948510374,369.46065827625114,115.09570322150505,158.16219557754658,270.31192530418764,177.70958188642297,135.96818548834835,227.2379596706731,37.23773464021079
975,-170.50109239038213,7.620630259341965,88.18137559441182,407.84589928896537,122.54987819216257,69.3907356019727,308.5751936189206,112.35807303130004,139.16641298694805,228.17587276000057,103.12187858487576
976,-212.74016705612758,9.024147189150256,95.2022852201987,356.2128914703343,110.4236050582567,179.2098943698036,220.81717097499688,162.97475352575373,153.1427436847692,240.8140049281997,67.58888005303155
977,-104.63908563208895,5.9751996145211095,84.63591674548469,314.21014498176214,192.06102495133925,149.11223762947873,274.1029479392349,143.10182620311946,189.39124352115633,144.61154458197854,84.5929742570763
978,-186.63024614927107,8.680994975816958,92.60418424250547,382.135210055703,139.15326368751573,113.70927654719739,280.25997401744075,123.0028098791765,134.81542624978192,237.3179347541004,80.79004887422992
979,-91.76381371935875,5.498186979851694,81.7533111586519,331.0540356967657,185.21103590985786,90.09719185313288,241.82820922762397,168.32126178035617,222.77234162242368,143.99954250369493,107.90032547129044
980,-159.70972794097122,7.368155105649876,86.88760825715077,330.7126419619489,179.81591622447303,82.63783527006049,234.17044982917284,189.7223005471833,211.97466461501628,176.06926166233131,86.08087395495947
981,-295.5541740997048,11.719335895554828,101.42526187763904,327.579468373755,170.38615587717294,139.9061973615801,245.43937881044496,150.08040807830585,183.17052881214576,211.91966235340422,62.70214439833683
982,-53.013074739194906,4.923101461439217,93.01542725595577,325.77654113965446,150.61431226563752,143.62604795039047,218.66909208514636,154.94596490808587,193.5335176422564,211.0270273476874,92.9914407262871
983,-116.18814039735317,6.630334858141396,87.37866066743227,260.1608410949982,139.612147737912,179.6803442228379,216.29190384164244,179.20738390939994,184.22680346852997,240.94267257879292,91.06184721103224
984,-151.73737666232105,7.1724071680250745,93.55725946590908,361.92093031253967,114.72274746519317,168.8488799893,319.51361669480036,168.85706213368775,147.58415714259678,158.18745447511435,51.549095851913535
985,-253.02937335584173,9.920241640413963,94.15223942193876,338.39590700178655,181.67025563298907,65.15602270306864,277.8589643633517,130.00609712745475,210.4464761589051,226.08089469314672,61.56932638444317
986,-51.263845012639024,4.846701038665913,83.00150215008432,321.59231646302425,129.60451484158366,55.462025955566844,318.7184551946234,144.00398085538052,312.3587304596473,119.18300767476018,90.26091262055945
987,-128.7968068219839,7.23702303856697,103.7575077790578,301.1748627994288,184.46507158442512,156.61432843901736,239.39315761616575,148.674865548401,201.2923587058072,184.65345816279927,74.91584120910113
988,-155.91550824948052,7.434864625548787,89.25959500275917,331.91322227362366,193.38038369546842,163.48767758737267,260.2794250505109,140.72616969485313,150.5451934108865,177.61917573038417,73.23269662204626
989,-78.50017061759526,5.982868267606989,102.62815923652721,280.75431594574025,257.2044007414038,173.19089418395316,217.00125169068411,181.66904974684306,191.25409880025768,157.606874389907,32.5030585663566
990,-133.69070652969552,6.909574230605742,87.33568619670173,236.74347990212144,178.28549076527386,145.4862817877721,301.8833823810707,204.73712939911462,193.14670426281782,188.18118604159378,42.72028952538133
991,-145.52337366286696,7.246378460748737,105.26133233363637,350.64482796998345,175.8523128261422,162.11699980600514,218.56854209606132,121.02662499055381,215.9704176708185,161.5509708339824,85.45324787159882
992,-107.79436180141902,6.779127896733428,97.81637503866067,413.0923877356414,219.99711074349455,132.4098515574341,237.84260004695818,107.18567201885783,179.45363889480103,135.23741427580174,65.96526879215682
