alpha,d_tag_mm,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope
0.2,0.0,77.05606683532224,116.02963826177675,185.7039279530412,143.87733531287265
0.2,2.0,75.74285343690006,113.50264618252203,180.70673734574,139.1658775107731
0.2,4.0,74.48292859348558,111.02416020940088,175.8133809315338,134.49754067736154
0.2,6.0,73.28226397600667,108.59636790350177,171.03284355530974,129.87184991846968
0.2,8.0,72.15275619148125,106.22136805085488,166.35185714986736,125.28809666172441
0.2,10.0,71.1049775720071,103.9017939923759,161.76207264176554,120.74913468281332
0.2,12.0,70.61803382109314,101.64212125959227,157.29061329761052,116.25383427857005
0.2,14.0,71.06047776764805,99.44746523454914,153.414217901453,111.8051288534832
0.2,16.0,71.50615760586537,97.32227015182988,150.65018767223015,107.40513877327925
0.2,18.0,71.87850834530146,95.2688356178823,147.94843250698463,103.05336865418036
0.2,20.0,71.35140927774103,93.29124518092898,145.3032452526034,98.74857454776478
0.2,22.0,69.78484555336753,91.39697114641189,142.72202191269068,94.49431069921502
0.2,24.0,68.14842308042248,89.58523679771798,140.20496112218774,90.28854681802436
0.2,26.0,67.92355939783567,87.86138692888316,137.75090624425567,86.1331924867575
0.2,28.0,68.33675200485158,86.22796237444926,135.36877194099657,82.0265045108565
0.2,30.0,68.77666023561791,84.69044901469174,133.39547847314512,77.97500448952452
0.2,32.0,67.70786517656958,83.24774668704968,131.50377212882077,73.97730180772238
0.2,34.0,66.67734452428053,81.90140503832217,129.66984201690522,70.02776790552008
0.2,36.0,65.6961746529916,80.65605109940552,127.89841872740976,66.12318721211986
0.2,38.0,64.13027895343657,79.51224245319489,126.17707118616238,62.26826151673636
0.2,40.0,62.55793514118599,78.46807424218132,124.50433015282175,58.463826234330185
0.2,42.0,62.175844809473915,77.52178298559637,122.87565838025405,54.70469170595331
0.2,44.0,62.57675050130946,76.67368088089034,121.29429290169374,50.98938737274976
0.2,46.0,62.39222863542182,75.92844727563042,119.7610029781899,47.322413602384266
0.2,48.0,61.72291291651935,75.28745449551276,118.35068142745733,43.70272025611789
0.2,50.0,60.030681930389356,74.74879757382362,117.95635888013148,40.12637132802051
0.2,52.0,57.49593202938897,74.30785947990827,117.62723430804162,36.58656712053965
0.2,54.0,56.59977077294376,73.96510652451929,117.36097988480702,33.082755620231055
0.2,56.0,57.13438648814647,73.72309661099949,117.15122013963739,29.612919869389057
0.2,58.0,58.05710984084527,73.5790075752409,116.98889552783558,26.17345605587771
0.2,60.0,58.26923547270405,73.53182777601097,116.87882514180413,22.765269177671524
0.2,62.0,58.17752412431782,73.5807140343264,117.4100811267543,19.388378140994824
0.2,64.0,58.181727327055654,73.7240250351316,117.96288750720868,16.03645950596929
0.2,66.0,58.367118848498485,73.95845598383016,118.53244561520106,12.708770617613023
0.2,68.0,59.53779696965893,74.28038638319316,119.12167632305128,9.40423517629406
0.2,70.0,60.73101205264189,74.68760284601225,120.49769847478667,6.12448673926884
0.2,72.0,61.94941859039557,75.1791832245532,122.27585069928732,2.868870592764615
0.2,74.0,63.19459230366819,75.75387469743777,122.78778227698162,-0.36251278300883133
0.2,76.0,64.46589473741857,76.41053659785806,120.7856721548472,-3.569027404218438
0.2,78.0,65.75979778332544,77.14666814358245,120.81507281325203,-6.749505103077564
0.2,80.0,66.4640111435941,77.95984594449743,121.66542531068643,-9.90823972311764
0.2,82.0,66.85289708792888,78.85052044864764,122.75822601948936,-13.04901075986676
0.2,84.0,67.35655456099607,79.81641682159493,125.1550854046975,-16.17154789753838
0.2,86.0,67.9872583143073,80.85251411308981,127.5521909221545,-19.27862386405283
0.2,88.0,68.74681923276589,81.95555589530949,129.94829805000902,-22.369562215600745
0.2,90.0,69.63306503170656,83.12078164529241,132.3343592062868,-25.446058352207515
0.2,92.0,70.69190189307241,84.34444568862143,134.69592009963552,-28.506579446467292
0.2,94.0,72.30191756817295,85.62513042128232,137.0298261093393,-31.552211763774213
0.2,96.0,74.01909578563857,86.9616042708015,138.67358124855895,-34.58032570470235
0.2,98.0,75.867988114982,88.35096049948011,139.81368244815363,-37.59078747503871
0.2,100.0,77.83578150422198,89.78977350062297,140.95111558659914,-40.58470984208886
0.2,102.0,79.9189195600679,91.27577988011761,142.03857733867872,-43.56801443407588
0.2,104.0,82.09667820259409,92.8037706395097,143.09029066587658,-46.53459694510516
