L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short
L16,A0,R1,I6,T6,range_fusion,5,2068.1999204464923,2432.3461098629914,8.378514928860287,2089.556193465013,2405.1225770273927,622.674894552013,231.8021379954777,-2200.5439718675143,0.0,157.157800544758,214.01095552070757,98.95702193195662,L16 ICM-45686,X_A0_R1_L16_I6_T6
L2,A0,R0,I8,T9,range_fusion,5,2055.488256450878,2432.3985061403882,9.474717908685928,2054.2062618607133,2414.638426996214,585.4718048199522,231.8021379954777,-2200.596368144911,0.0,212.90447430830346,225.84848150623347,451.6375133301852,L2 MPU6050/JY61P-like,X_A0_R0_L2_I8_T9
L2,A0,R0,I7,T9,range_fusion,5,2077.0271910451766,2439.2029258451585,22.223191890086547,2054.0243313596056,2423.083209717133,599.6218158594796,231.8021379954777,-2207.400787849681,0.0,201.10881338864752,206.49657305193392,462.52026996587904,L2 MPU6050/JY61P-like,X_A0_R0_L2_I7_T9
L16,A0,R1,I8,T6,range_fusion,5,2072.901576350652,2440.351716394752,10.48102238317957,2099.061384990193,2408.424896437472,630.151635742807,231.8021379954777,-2208.5495783992747,0.0,162.6810134172422,212.5632659633315,91.5310792672625,L16 ICM-45686,X_A0_R1_L16_I8_T6
L16,A0,R1,I4,T7,range_fusion,5,2066.4642644912105,2441.214190485261,5.664619720157737,2081.7129893058627,2401.745864557705,629.586312759812,231.8021379954777,-2209.4120524897835,0.0,161.60682267239545,208.05570065544072,100.45805534170707,L16 ICM-45686,X_A0_R1_L16_I4_T7
L2,A0,R1,I2,T10,range_fusion,5,2077.702351135511,2441.7389035363412,30.296374101134926,2079.655102765988,2413.3674060439507,639.0327040409417,231.8021379954777,-2209.9367655408632,0.0,279.82611880517595,225.01732057398107,597.1925355384486,L2 MPU6050/JY61P-like,X_A0_R1_L2_I2_T10
L2,A0,R0,I4,T9,range_fusion,5,2076.2770012328174,2442.3739556734254,21.100941193509666,2056.9259260093245,2426.3198695968717,598.2072914062643,231.8021379954777,-2210.571817677948,0.0,218.24157225308332,216.2761914141178,453.42543611638075,L2 MPU6050/JY61P-like,X_A0_R0_L2_I4_T9
L16,A0,R0,I0,T9,range_fusion,5,2089.798175517542,2442.396428455664,16.372722831661193,2060.323263255133,2431.201541923995,644.1684469699812,231.8021379954777,-2210.5942904601866,0.0,166.16299187423616,173.03796636513556,636.062910100932,L16 ICM-45686,X_A0_R0_L16_I0_T9
L16,A0,R0,I4,T8,range_fusion,5,2107.3712219046665,2442.5039361404138,11.53240498436428,2053.8207004264555,2422.9866733415815,634.2216163864044,231.8021379954777,-2210.701798144936,0.0,161.61871556221746,179.62514674025334,572.1804309281158,L16 ICM-45686,X_A0_R0_L16_I4_T8
L2,A0,R1,I5,T7,range_fusion,5,2074.0017057826,2443.527049131091,15.662872758011707,2076.400093465323,2411.343164256044,646.1732412080454,231.8021379954777,-2211.7249111356136,0.0,161.76267245330592,216.84017561065085,89.86472569014613,L2 MPU6050/JY61P-like,X_A0_R1_L2_I5_T7
L2,A0,R0,I2,T9,range_fusion,5,2077.8985424924904,2443.9024284649013,27.433125557743573,2058.788435193489,2421.034806992814,607.5262509129528,231.8021379954777,-2212.100290469424,0.0,195.48292554220262,218.8121347238247,522.5221243408886,L2 MPU6050/JY61P-like,X_A0_R0_L2_I2_T9
L16,A0,R1,I3,T7,range_fusion,5,2071.519734997487,2443.989923071895,3.3049319665520978,2102.756496522351,2410.6777124155515,638.3251330913788,231.8021379954777,-2212.1877850764176,0.0,160.3421486907774,213.06746483737783,90.74172062952316,L16 ICM-45686,X_A0_R1_L16_I3_T7
L2,A0,R1,I4,T9,range_fusion,5,2076.3323870795007,2444.29179688861,22.263018610429167,2075.2740339357165,2414.6057785855614,647.2613001569855,231.8021379954777,-2212.4896588931324,0.0,301.1772785764227,203.27812838692054,525.2041235745655,L2 MPU6050/JY61P-like,X_A0_R1_L2_I4_T9
L20,A0,R1,I8,T6,range_fusion,5,2072.0907838777684,2444.836582825787,5.531997096323671,2096.995530619875,2408.115356730499,626.9018613290957,231.8021379954777,-2213.0344448303094,0.0,158.26628662945868,216.07906296128414,96.00759966006994,L20 Xsens MTi-3,X_A0_R1_L20_I8_T6
L20,A0,R0,I3,T8,range_fusion,5,2107.5641104371734,2444.989132824444,11.034762129779415,2057.8687486508848,2422.7343852121335,638.2785801810207,231.8021379954777,-2213.1869948289664,0.0,158.92542755133627,178.64005001252818,578.7597898273162,L20 Xsens MTi-3,X_A0_R0_L20_I3_T8
L20,A0,R0,I4,T8,range_fusion,5,2108.081483921171,2445.0837986239444,13.948933165765382,2056.347729011758,2423.281253104948,627.2017038488691,231.8021379954777,-2213.2816606284664,0.0,171.76671023093496,180.0353983833395,509.6195542479828,L20 Xsens MTi-3,X_A0_R0_L20_I4_T8
L20,A0,R1,I3,T7,range_fusion,5,2065.6724462305074,2445.579636760961,2.93958545470795,2097.2580099228517,2409.793869465119,629.1214174148247,231.8021379954777,-2213.777498765484,0.0,160.5524836902121,215.6807681660326,93.81583405537901,L20 Xsens MTi-3,X_A0_R1_L20_I3_T7
L2,A0,R0,I6,T8,range_fusion,5,2112.5418216616335,2445.6433910610235,14.72399000347949,2056.605577999305,2422.861171938728,643.4982432700792,231.8021379954777,-2213.841253065546,0.0,153.71054544542574,183.15594758191793,554.0616277621272,L2 MPU6050/JY61P-like,X_A0_R0_L2_I6_T8
L16,A0,R0,I7,T8,range_fusion,5,2102.9205628981263,2446.1456583690024,16.262674155425476,2063.236290816406,2426.1826332907212,646.9338641668552,231.8021379954777,-2214.3435203735244,0.0,145.75103290589013,174.93669438269245,572.6762045671688,L16 ICM-45686,X_A0_R0_L16_I7_T8
L20,A0,R1,I7,T7,range_fusion,5,2071.4911346329163,2446.3323509360675,7.538754520638687,2096.8582910381947,2411.519143011655,634.6658844223217,231.8021379954777,-2214.53021294059,0.0,162.14306371905118,212.24530132269652,86.45400202700489,L20 Xsens MTi-3,X_A0_R1_L20_I7_T7
L20,A0,R1,I2,T7,range_fusion,5,2070.8466694161734,2446.8471889189423,6.182815158500591,2095.432479907705,2411.4148880311764,640.4553313581234,231.8021379954777,-2215.0450509234643,0.0,165.57158877490195,211.4741942441583,87.30211365592643,L20 Xsens MTi-3,X_A0_R1_L20_I2_T7
L2,A0,R0,I3,T9,range_fusion,5,2085.614872200582,2446.9601580048147,23.097237449133626,2064.9712530307775,2429.216302264719,599.0624195303228,231.8021379954777,-2215.158020009337,0.0,214.32340407807902,207.90577850146775,457.033540115934,L2 MPU6050/JY61P-like,X_A0_R0_L2_I3_T9
L2,A0,R0,I2,T10,range_fusion,5,2060.65117174702,2447.174280440656,31.436012777543638,2057.9488991676976,2429.068457180997,576.0648822697523,231.8021379954777,-2215.3721424451783,0.0,229.37168757960723,242.22020780726584,533.4165753714092,L2 MPU6050/JY61P-like,X_A0_R0_L2_I2_T10
L20,A0,R0,I7,T8,range_fusion,5,2111.9882834233103,2447.747050518268,12.156759213216553,2059.3284519612143,2426.3655440978455,643.0811758896847,231.8021379954777,-2215.9449125227907,0.0,154.5165354952938,174.81455270529784,581.3890326758899,L20 Xsens MTi-3,X_A0_R0_L20_I7_T8
L16,A0,R0,I3,T8,range_fusion,5,2112.3020594993513,2448.5024453959704,8.679524074464489,2062.4587654747256,2426.7084511178573,639.5420099441997,231.8021379954777,-2216.700307400493,0.0,156.88987886415393,176.83772145190295,578.3013957783995,L16 ICM-45686,X_A0_R0_L16_I3_T8
L16,A0,R1,I7,T7,range_fusion,5,2078.929386726807,2450.1430943627333,7.784720228517793,2100.3264984920547,2417.748897723894,649.1744207209136,231.8021379954777,-2218.3409563672553,0.0,163.83256315366168,210.36736632467068,86.46577946741104,L16 ICM-45686,X_A0_R1_L16_I7_T7
L20,A0,R0,I0,T9,range_fusion,5,2105.306044487922,2451.2443836034254,11.456857926708652,2054.3463091460535,2431.2163778680174,636.7259278954807,231.8021379954777,-2219.442245607948,0.0,174.60421633570516,177.03526665624062,623.1554147797447,L20 Xsens MTi-3,X_A0_R0_L20_I0_T9
L16,A0,R0,I1,T8,range_fusion,5,2117.9973815157546,2451.817721570237,13.925312228106536,2062.527418873756,2431.6583117878795,644.2311035417272,231.8021379954777,-2220.01558357476,0.0,151.97062347314977,178.93053220221188,599.0662743072282,L16 ICM-45686,X_A0_R0_L16_I1_T8
L20,A0,R0,I1,T8,range_fusion,5,2112.169933109881,2452.424381918615,11.075771495531647,2059.6904885826193,2428.813783619258,643.6580030365119,231.8021379954777,-2220.6222439231374,0.0,155.97109857803258,175.50818920086067,609.8413746075317,L20 Xsens MTi-3,X_A0_R0_L20_I1_T8
L20,A0,R1,I4,T6,range_fusion,5,2072.153199005845,2452.9440633404975,2.5344145405629117,2103.7357608357634,2416.3848755695317,637.0886155523132,231.8021379954777,-2221.14192534502,0.0,161.78555984548728,209.66265973674822,88.46438235281785,L20 Xsens MTi-3,X_A0_R1_L20_I4_T6
L20,A0,R1,I1,T7,range_fusion,5,2078.374058464812,2453.562031622063,6.6333565136522665,2096.793687154498,2420.7027497568456,637.6151013536536,231.8021379954777,-2221.7598936265854,0.0,163.72193928649511,211.30082273614852,86.49122759030146,L20 Xsens MTi-3,X_A0_R1_L20_I1_T7
L2,A0,R1,I3,T9,range_fusion,5,2080.5513511309314,2453.753392948255,11.749693078140647,2086.8886355857276,2424.774030829084,655.0656659622772,231.8021379954777,-2221.9512549527776,0.0,301.77343555154295,201.04169468339103,514.2836852161332,L2 MPU6050/JY61P-like,X_A0_R1_L2_I3_T9
L16,A0,R1,I2,T7,range_fusion,5,2083.166461495971,2454.0421573776966,17.026904791543227,2101.820023042036,2419.41053398774,652.8331324868539,231.8021379954777,-2222.240019382219,0.0,168.43073483952784,209.68526513623388,86.96235279377147,L16 ICM-45686,X_A0_R1_L16_I2_T7
L20,A0,R0,I2,T8,range_fusion,5,2107.7357780264524,2455.1145657133975,11.953901608160024,2062.4586790397343,2434.1626690305393,644.7750958866731,231.8021379954777,-2223.31242771792,0.0,159.2374577208908,173.7175695388941,595.8180142468175,L20 Xsens MTi-3,X_A0_R0_L20_I2_T8
L2,A0,R0,I7,T8,range_fusion,5,2132.9429165279353,2457.108030500661,13.170302620296226,2067.6549180031034,2435.5491590962674,659.9667021576879,231.8021379954777,-2225.3058925051832,0.0,158.66751333837624,174.62439740705054,501.4833961964711,L2 MPU6050/JY61P-like,X_A0_R0_L2_I7_T8
L2,A0,R0,I5,T8,range_fusion,5,2094.231576264002,2457.186662048193,17.00293451624699,2059.8247730438593,2437.7147991423676,634.6730045014368,231.8021379954777,-2225.3845240527153,0.0,167.5906956274523,185.6951164503879,562.3801442902961,L2 MPU6050/JY61P-like,X_A0_R0_L2_I5_T8
L2,A0,R1,I6,T7,range_fusion,5,2077.8825540017406,2457.239735291428,8.183986643877022,2081.9537848061004,2416.7154874839925,658.8156996952008,231.8021379954777,-2225.4375972959506,0.0,165.533332373007,220.09711132605466,76.93597702224731,L2 MPU6050/JY61P-like,X_A0_R1_L2_I6_T7
L16,A0,R0,I2,T8,range_fusion,5,2113.9940529684945,2457.7559053254354,16.227231116695815,2060.1238085326204,2436.606116657588,647.9618478022473,231.8021379954777,-2225.953767329958,0.0,157.32267711771323,176.85448641262522,628.0936391487385,L16 ICM-45686,X_A0_R0_L16_I2_T8
L16,A0,R1,I1,T7,range_fusion,5,2075.6823953832427,2460.279782707303,9.701139445767891,2097.509888092959,2424.4599819193704,643.2372027686245,231.8021379954777,-2228.4776447118256,0.0,168.8284230009531,209.71479968456273,84.25398579946449,L16 ICM-45686,X_A0_R1_L16_I1_T7
L2,A0,R0,I8,T8,range_fusion,5,2101.7985462834645,2461.591856936451,15.496658167489334,2071.4846391846945,2444.1038338663193,655.5184419516355,231.8021379954777,-2229.7897189409737,0.0,149.2793098564657,178.6914531919759,552.6569632188526,L2 MPU6050/JY61P-like,X_A0_R0_L2_I8_T8
L2,A0,R0,I3,T8,range_fusion,5,2130.033264093646,2461.628886383578,7.691614282329926,2071.5912920457076,2444.3970863191494,657.295887710917,231.8021379954777,-2229.8267483881004,0.0,165.10488613198967,166.04512245866763,601.6782375408224,L2 MPU6050/JY61P-like,X_A0_R0_L2_I3_T8
L2,A0,R1,I5,T6,range_fusion,5,2080.296691833727,2462.78104205801,12.828485758533976,2089.242559419191,2428.908512249968,663.8560745955526,231.8021379954777,-2230.9789040625324,0.0,170.05690491939853,211.65245702117053,82.35470728532218,L2 MPU6050/JY61P-like,X_A0_R1_L2_I5_T6
L2,A0,R0,I4,T8,range_fusion,5,2103.9578495333617,2463.1198860664686,12.352772707247219,2070.4370732913508,2445.34706800617,655.4793169808007,231.8021379954777,-2231.317748070991,0.0,140.02604430621088,178.6345016772005,565.7382386874199,L2 MPU6050/JY61P-like,X_A0_R0_L2_I4_T8
L2,A0,R0,I1,T8,range_fusion,5,2134.412060138368,2463.1482618204636,12.402367188347629,2067.326238778873,2445.8731161086403,658.2255250874384,231.8021379954777,-2231.3461238249865,0.0,157.85582162141978,183.2064335091576,516.4369095627743,L2 MPU6050/JY61P-like,X_A0_R0_L2_I1_T8
L16,A0,R1,I4,T6,range_fusion,5,2075.926954941469,2464.7830226178094,5.675346167231044,2099.3938286138637,2421.8369471060855,649.1393390530646,231.8021379954777,-2232.9808846223323,0.0,166.7879613180836,209.88955261686797,85.48023856171106,L16 ICM-45686,X_A0_R1_L16_I4_T6
L2,A0,R1,I1,T9,range_fusion,5,2080.1584181654207,2465.881481181924,14.207373510178806,2086.7408524618795,2433.7528333183254,661.126550487061,231.8021379954777,-2234.0793431864467,0.0,255.5404813034264,220.71043010923972,394.0235759075276,L2 MPU6050/JY61P-like,X_A0_R1_L2_I1_T9
L2,A0,R1,I7,T9,range_fusion,5,2088.6319990558954,2465.979700645622,13.78663073486465,2100.710367167383,2438.1034687173947,651.1238146878989,231.8021379954777,-2234.1775626501444,0.0,278.5086621030291,209.06206648480992,447.7614418313903,L2 MPU6050/JY61P-like,X_A0_R1_L2_I7_T9
L16,A0,R1,I3,T6,range_fusion,5,2086.289087134058,2466.9869277358744,4.473584890167578,2116.4833373428733,2430.0162122101415,658.4267507233492,231.8021379954777,-2235.184789740397,0.0,175.10389051321084,205.48865618621903,85.06567801748159,L16 ICM-45686,X_A0_R1_L16_I3_T6
L2,A0,R1,I8,T7,range_fusion,5,2086.9869906442664,2467.447209282778,17.149092897359715,2092.981028243166,2429.320118797085,672.4415784289738,231.8021379954777,-2235.6450712873007,0.0,166.39000125212786,209.51544540561608,80.38759701915816,L2 MPU6050/JY61P-like,X_A0_R1_L2_I8_T7
L20,A0,R1,I0,T10,range_fusion,5,2087.042499278111,2469.2141888367855,7.859765582202387,2101.4005340063877,2436.7752226948724,648.4027841408658,231.8021379954777,-2237.412050841308,0.0,306.26848373126654,197.0101805678093,430.9848169630782,L20 Xsens MTi-3,X_A0_R1_L20_I0_T10
L20,A0,R1,I7,T6,range_fusion,5,2081.899716965868,2469.432696459667,5.519196666225467,2111.5041781989626,2433.3087117050895,656.3324529396081,231.8021379954777,-2237.6305584641896,0.0,176.8878142348634,204.48830940760314,82.23092637348749,L20 Xsens MTi-3,X_A0_R1_L20_I7_T6
L20,A0,R0,I0,T8,range_fusion,5,2160.2662279161464,2469.4857397442884,4.1067733568088425,2076.468744853502,2448.9484043545503,677.5253976039048,231.8021379954777,-2237.683601748811,0.0,174.33342309655194,181.59492830803006,450.7797713402573,L20 Xsens MTi-3,X_A0_R0_L20_I0_T8
L16,A0,R0,I0,T8,range_fusion,5,2158.8249442661036,2469.7944337757617,2.2970732095912467,2081.1924250762663,2449.6031310775584,680.6653910683074,231.8021379954777,-2237.992295780284,0.0,167.74679738293403,184.23802775241245,458.85317776042064,L16 ICM-45686,X_A0_R0_L16_I0_T8
L20,A0,R1,I3,T6,range_fusion,5,2082.5259226518842,2469.8107400634885,5.797802925634714,2113.076323497589,2430.576195159115,651.1971966857145,231.8021379954777,-2238.008602068011,0.0,173.82665953894644,207.42220289863084,85.93979560930173,L20 Xsens MTi-3,X_A0_R1_L20_I3_T6
L2,A0,R1,I4,T7,range_fusion,5,2088.7041033891483,2469.8437645915133,18.264811961972594,2102.2284246324625,2436.764057152598,677.8968265629326,231.8021379954777,-2238.0416265960353,0.0,175.83760613453893,206.50502061659864,77.76494700489329,L2 MPU6050/JY61P-like,X_A0_R1_L2_I4_T7
L20,A0,R1,I2,T6,range_fusion,5,2083.3295896310324,2470.895235791105,4.273357326495735,2111.243236777442,2430.9685985070123,662.3879361236088,231.8021379954777,-2239.0930977956273,0.0,178.0581580130839,203.766748542706,83.02014025447373,L20 Xsens MTi-3,X_A0_R1_L20_I2_T6
L16,A0,R0,I5,T7,range_fusion,5,2105.8613595258357,2471.645095646719,8.72254399519878,2130.314637705783,2449.50333592751,563.6854247044575,231.8021379954777,-2239.8429576512412,0.0,175.19639227186744,219.94368648676019,170.1043265838903,L16 ICM-45686,X_A0_R0_L16_I5_T7
L2,A0,R0,I2,T8,range_fusion,5,2141.3413612473914,2472.2338612067624,16.102561980545097,2069.3636403823307,2453.386823949603,663.4472715376922,231.8021379954777,-2240.431723211285,0.0,173.3316917967922,178.77694478500138,582.7376765485016,L2 MPU6050/JY61P-like,X_A0_R0_L2_I2_T8
L16,A0,R1,I7,T6,range_fusion,5,2087.310182542081,2472.807518932195,8.624193775398629,2113.2715237999246,2437.6764026574588,668.8727007709824,231.8021379954777,-2241.0053809367173,0.0,177.23039292946956,203.0346681832299,82.8433158722768,L16 ICM-45686,X_A0_R1_L16_I7_T6
L16,A0,R1,I5,T8,range_fusion,5,2083.3251765492887,2472.8923645190453,6.6462889918466335,2107.5778904510216,2434.53036196404,658.8670474016945,231.8021379954777,-2241.0902265235677,0.0,313.9448408996492,194.41693219472944,414.8587555526645,L16 ICM-45686,X_A0_R1_L16_I5_T8
L20,A0,R0,I5,T7,range_fusion,5,2108.624651958155,2473.90538346361,11.065827976086487,2132.7148335611614,2448.0829536715823,550.611171231598,231.8021379954777,-2242.1032454681326,0.0,184.16484980766418,209.25945392719296,171.60502872712368,L20 Xsens MTi-3,X_A0_R0_L20_I5_T7
L20,A0,R1,I5,T8,range_fusion,5,2083.591171053273,2474.649808583985,5.683220527326912,2106.4064486520515,2432.125844096211,650.9306711936349,231.8021379954777,-2242.8476705885073,0.0,325.35780058968277,190.621308926477,433.88543681460203,L20 Xsens MTi-3,X_A0_R1_L20_I5_T8
L16,A0,R1,I2,T6,range_fusion,5,2093.1035578783203,2475.4296089529357,12.954119079866249,2116.1502373776284,2439.099236019065,670.379455158057,231.8021379954777,-2243.627470957458,0.0,178.55356256337737,202.77710841909277,84.15487084611408,L16 ICM-45686,X_A0_R1_L16_I2_T6
L2,A0,R1,I6,T6,range_fusion,5,2084.9406727930013,2475.6308414948385,10.054909663782604,2097.3587940809944,2435.9825852246563,674.680282186608,231.8021379954777,-2243.8287034993605,0.0,175.19484092435246,207.45790092140652,75.35990304719117,L2 MPU6050/JY61P-like,X_A0_R1_L2_I6_T6
L20,A0,R1,I1,T6,range_fusion,5,2087.962709313272,2476.3808010736175,6.34581923875547,2112.728888194878,2440.8821930791246,659.5182312326478,231.8021379954777,-2244.57866307814,0.0,177.92461016346311,202.2025594702027,83.3007022006691,L20 Xsens MTi-3,X_A0_R1_L20_I1_T6
L2,A0,R0,I0,T10,range_fusion,5,2103.250263258115,2476.8660120480863,19.32993842403691,2085.2906726681213,2452.6169982721426,660.2761284777282,231.8021379954777,-2245.0638740526088,0.0,179.73589619149385,195.8888692690176,639.1726187803434,L2 MPU6050/JY61P-like,X_A0_R0_L2_I0_T10
L20,A0,R1,I6,T8,range_fusion,5,2088.603910345273,2481.2226654236215,10.056071133519884,2115.7541254879347,2444.8518063800148,671.3399486046072,231.8021379954777,-2249.420527428144,0.0,240.1291020628476,211.07040028071938,371.89634083472856,L20 Xsens MTi-3,X_A0_R1_L20_I6_T8
L16,A0,R1,I1,T6,range_fusion,5,2086.9254651618053,2481.462952391012,10.291701400659877,2112.023754705238,2444.0141037103085,664.4484440346896,231.8021379954777,-2249.6608143955345,0.0,178.29413677438572,202.39508832364845,81.22080287334727,L16 ICM-45686,X_A0_R1_L16_I1_T6
L20,A0,R0,I6,T7,range_fusion,5,2111.435521928522,2481.5940880414555,8.585550134340538,2135.442998170299,2456.9172266804585,579.7653843002056,231.8021379954777,-2249.791950045978,0.0,161.1653405203815,214.12095066325122,162.356412422471,L20 Xsens MTi-3,X_A0_R0_L20_I6_T7
L2,A0,R1,I2,T9,range_fusion,5,2090.9199714615447,2483.8744600175223,10.401772207454673,2099.8304433383373,2448.8094126785672,678.6091149034462,231.8021379954777,-2252.072322022045,0.0,263.61001357163184,225.6408196486027,417.33159111824773,L2 MPU6050/JY61P-like,X_A0_R1_L2_I2_T9
L16,A0,R1,I6,T8,range_fusion,5,2091.6678465663704,2484.1263695292005,2.1033256681551675,2121.0346828953348,2446.3788968223603,673.452603993766,231.8021379954777,-2252.324231533723,0.0,224.55702897300807,213.59316893553105,360.28573525012297,L16 ICM-45686,X_A0_R1_L16_I6_T8
L16,A0,R1,I0,T10,range_fusion,5,2091.366788279448,2484.3692888619094,9.026640059612047,2106.800691708352,2442.6478423304475,663.5594182495003,231.8021379954777,-2252.567150866432,0.0,276.53859322560885,202.55239732138082,399.72354956094443,L16 ICM-45686,X_A0_R1_L16_I0_T10
L2,A0,R1,I8,T6,range_fusion,5,2091.9399712891704,2484.56740475242,13.576807915328873,2104.335877539344,2446.940931300546,686.3653505396145,231.8021379954777,-2252.7652667569423,0.0,173.30308189271688,204.1461549364752,78.2246242249424,L2 MPU6050/JY61P-like,X_A0_R1_L2_I8_T6
L2,A0,R1,I3,T7,range_fusion,5,2102.531713820328,2484.648677468712,12.246641142342476,2108.3810841391105,2453.416222845437,685.0470819696657,231.8021379954777,-2252.8465394732348,0.0,174.77430038700385,205.35587883907414,78.94591905968753,L2 MPU6050/JY61P-like,X_A0_R1_L2_I3_T7
L2,A0,R1,I4,T6,range_fusion,5,2100.9607909318465,2487.9308890575635,15.429584973894977,2115.298877564152,2449.7676756085266,689.5210927691854,231.8021379954777,-2256.128751062086,0.0,171.98688858614895,200.0211226800868,78.05840004241574,L2 MPU6050/JY61P-like,X_A0_R1_L2_I4_T6
L16,A0,R0,I6,T7,range_fusion,5,2117.1347240228993,2488.4802573498105,6.451967313498465,2139.6206510829543,2463.2487414315856,578.8716137526222,231.8021379954777,-2256.678119354333,0.0,161.2494764317094,212.54836092274172,159.26307624558189,L16 ICM-45686,X_A0_R0_L16_I6_T7
L2,A0,R0,I0,T9,range_fusion,5,2135.9995023151905,2489.5949811888404,23.394408851518374,2097.7537507890383,2469.272546146586,669.5189737512344,231.8021379954777,-2257.792843193363,0.0,183.1884873929658,187.19468304961052,569.4420188413081,L2 MPU6050/JY61P-like,X_A0_R0_L2_I0_T9
L20,A0,R0,I8,T7,range_fusion,5,2115.836479158617,2491.13252317195,4.311537545882008,2145.7780958461894,2467.6438568510634,582.2922060549511,231.8021379954777,-2259.330385176473,0.0,162.74657983827748,212.83568341384162,163.96102163676284,L20 Xsens MTi-3,X_A0_R0_L20_I8_T7
L16,A0,R0,I5,T6,range_fusion,5,2115.4894259604016,2491.8225780392086,8.397818956631147,2141.504148287209,2464.398101684633,591.9896113783121,231.8021379954777,-2260.020440043731,0.0,162.36344988789543,201.80298175953249,164.1807771955451,L16 ICM-45686,X_A0_R0_L16_I5_T6
L16,A0,R1,I8,T8,range_fusion,5,2098.2727619381553,2492.379882628845,9.979359423411541,2126.555362902599,2453.4687428338198,678.079302384063,231.8021379954777,-2260.5777446333677,0.0,219.41277403344094,216.65934162589718,345.8379962789327,L16 ICM-45686,X_A0_R1_L16_I8_T8
L20,A0,R1,I8,T8,range_fusion,5,2098.9175274905374,2492.797243291675,4.260022505599366,2126.0920549128537,2455.281160538413,676.7845348291081,231.8021379954777,-2260.995105296198,0.0,219.02645826410995,213.29223681897096,354.18324452312,L20 Xsens MTi-3,X_A0_R1_L20_I8_T8
L20,A0,R0,I5,T6,range_fusion,5,2116.929590387139,2492.977197780704,7.8254766990154225,2144.0028527252007,2462.3136624732674,579.7358161349559,231.8021379954777,-2261.175059785227,0.0,162.95086838527223,211.02408793526766,165.26263407486888,L20 Xsens MTi-3,X_A0_R0_L20_I5_T6
L2,A0,R1,I1,T7,range_fusion,5,2102.7336576646503,2495.048598260525,16.131777780873776,2107.0165302240775,2459.404853152674,688.6933509873855,231.8021379954777,-2263.2464602650475,0.0,169.44099614019177,209.4029534378215,82.13426108715745,L2 MPU6050/JY61P-like,X_A0_R1_L2_I1_T7
L2,A0,R1,I7,T7,range_fusion,5,2107.5127360295737,2495.7459600476373,10.42331976419558,2123.4914081883408,2460.744706077993,685.5962185276396,231.8021379954777,-2263.9438220521597,0.0,167.1718693015544,206.69847496071853,73.65603736191485,L2 MPU6050/JY61P-like,X_A0_R1_L2_I7_T7
L16,A0,R0,I8,T7,range_fusion,5,2115.961198439912,2496.119566705062,8.951715323663125,2145.7886288071495,2466.0859478157518,584.9319204914534,231.8021379954777,-2264.3174287095844,0.0,163.3033717250948,201.51336430535875,159.9364735361074,L16 ICM-45686,X_A0_R0_L16_I8_T7
L20,A0,R1,I4,T8,range_fusion,5,2103.1957242780945,2499.6255082779217,5.155351549642285,2130.602582465327,2460.859031134567,687.1791011725055,231.8021379954777,-2267.8233702824436,0.0,220.0601846396049,221.8706019157386,335.2242430275247,L20 Xsens MTi-3,X_A0_R1_L20_I4_T8
L2,A0,R0,I0,T8,range_fusion,5,2163.19880567042,2500.258240134243,20.947300406173202,2082.9966361857414,2473.945626837365,688.4327612100254,231.8021379954777,-2268.456102138765,0.0,175.62540026521373,208.91220724290898,627.0104393473199,L2 MPU6050/JY61P-like,X_A0_R0_L2_I0_T8
L2,A0,R1,I3,T6,range_fusion,5,2112.992041762597,2500.293166091934,9.870989683755939,2121.2895517916477,2466.600106503215,695.6839351580081,231.8021379954777,-2268.491028096457,0.0,169.02236728863448,195.9750587000705,76.9587416326157,L2 MPU6050/JY61P-like,X_A0_R1_L2_I3_T6
L20,A0,R0,I4,T7,range_fusion,5,2120.30586687541,2501.0084623425732,5.472329406196029,2151.5022246296007,2473.9575209618088,596.1165826540963,231.8021379954777,-2269.2063243470957,0.0,162.2553707360219,196.008181081734,160.4071140729453,L20 Xsens MTi-3,X_A0_R0_L20_I4_T7
L20,A0,R0,I6,T6,range_fusion,5,2125.5237260588283,2501.0390951598847,7.020519805897756,2147.1653927154657,2470.2514815976047,600.2536243193165,231.8021379954777,-2269.2369571644076,0.0,161.59466968142095,194.71870062990413,158.96060368820403,L20 Xsens MTi-3,X_A0_R0_L20_I6_T6
L20,A0,R1,I0,T9,range_fusion,5,2115.0668119807283,2501.657700662957,8.941631032425763,2128.8680215250906,2467.154025621491,687.1152356524558,231.8021379954777,-2269.8555626674793,0.0,192.17004358385398,208.82670500518944,331.40819170763336,L20 Xsens MTi-3,X_A0_R1_L20_I0_T9
L2,A0,R1,I5,T8,range_fusion,5,2108.908725446671,2503.094120315919,12.70813999892856,2118.5546731132868,2466.2456700950042,691.0699620856022,231.8021379954777,-2271.2919823204415,0.0,219.2188922578122,217.66789035259217,326.62076796027594,L2 MPU6050/JY61P-like,X_A0_R1_L2_I5_T8
