capture_id,tag,anchor,phase_bin,mean_rho,std_rho,spike_rate
R02,BS2DCE,C,11,16.9202006089868,67.83834982860307,0.08
R02,BS2DCE,D,0,84.50343936406738,111.97979615193472,0.2894736842105263
R02,BS2DCE,D,1,95.5633974142923,99.93002035646958,0.34513274336283184
R02,BS2DCE,D,2,123.73392151118301,141.10229119111338,0.4342105263157895
R02,BS2DCE,D,3,122.38170067268071,157.16304549594304,0.375
R02,BS2DCE,D,4,77.64169017453769,103.12807933301912,0.28440366972477066
R02,BS2DCE,D,5,82.74341292445014,105.1584822477886,0.2876712328767123
R02,BS2DCE,D,6,108.23339666616134,105.22769486141897,0.4144144144144144
R02,BS2DCE,D,7,96.38667681235542,114.8769393515369,0.3577981651376147
R02,BS2DCE,D,8,77.39478057260062,102.09392829122127,0.2702702702702703
R02,BS2DCE,D,9,88.38670236646821,103.62296200085173,0.34210526315789475
R02,BS2DCE,D,10,133.84406251816034,158.03368406248663,0.42857142857142855
R02,BS2DCE,D,11,103.19440460102741,137.5538798755513,0.34210526315789475
R02,BS2DCE,E,0,36.11534063727208,89.45368796200118,0.20353982300884957
R02,BS2DCE,E,1,35.015143267687165,77.3544239470929,0.20353982300884957
R02,BS2DCE,E,2,37.08751599416835,67.96127327619811,0.15789473684210525
R02,BS2DCE,E,3,35.89055411025926,76.20965113992501,0.19642857142857142
R02,BS2DCE,E,4,30.92969323581777,76.01975022206088,0.17117117117117117
R02,BS2DCE,E,5,22.555929942806763,76.6881930235796,0.13513513513513514
R02,BS2DCE,E,6,33.30029643991898,71.28593910585651,0.16363636363636364
R02,BS2DCE,E,7,24.007916744201836,90.78361765220151,0.15315315315315314
R02,BS2DCE,E,8,33.433615862303824,75.37761356223346,0.20833333333333334
R02,BS2DCE,E,9,26.721219664589654,69.85371418789043,0.20175438596491227
R02,BS2DCE,E,10,25.492431690909,72.59804506157842,0.12280701754385964
R02,BS2DCE,E,11,46.50139092789436,75.00011197721236,0.15789473684210525
R02,BS2DCE,F,0,139.38308751323896,348.964509905649,0.30357142857142855
R02,BS2DCE,F,1,72.2919892749039,89.93229899309407,0.336283185840708
R02,BS2DCE,F,2,150.80042848983507,333.9289503584263,0.37333333333333335
R02,BS2DCE,F,3,136.41063923619953,267.0542401398142,0.35454545454545455
R02,BS2DCE,F,4,88.65785662822627,126.79561575054916,0.34579439252336447
R02,BS2DCE,F,5,112.59677059055701,288.6967267406613,0.2777777777777778
R02,BS2DCE,F,6,141.64695894706486,339.42053038687135,0.3119266055045872
R02,BS2DCE,F,7,161.80265987757508,371.5550212033694,0.35135135135135137
R02,BS2DCE,F,8,125.77314814170708,304.51324448490504,0.40540540540540543
R02,BS2DCE,F,9,99.0232171764392,210.4615430378181,0.3333333333333333
R02,BS2DCE,F,10,121.92426445154457,261.848679955188,0.32727272727272727
R02,BS2DCE,F,11,120.1794872193331,253.61487646586164,0.30666666666666664
R02,BS2DCE,G,0,135.02603701177586,246.9467652704206,0.34513274336283184
R02,BS2DCE,G,1,101.97270397567938,169.3444851177702,0.26126126126126126
R02,BS2DCE,G,2,129.33765233466943,182.04159907786095,0.36486486486486486
R02,BS2DCE,G,3,164.42303367293866,267.7043514303335,0.3761467889908257
R02,BS2DCE,G,4,122.00377543183882,211.63390032441998,0.2909090909090909
R02,BS2DCE,G,5,117.65539399335533,212.84486955583006,0.323943661971831
R02,BS2DCE,G,6,111.6994363671267,165.82241033701638,0.3364485981308411
R02,BS2DCE,G,7,137.13581474215633,215.7309647077927,0.37037037037037035
R02,BS2DCE,G,8,109.70330347243035,215.87394156398014,0.273972602739726
R02,BS2DCE,G,9,80.55275845184224,154.30234256896796,0.24545454545454545
R02,BS2DCE,G,10,110.20352287340201,174.82831738526872,0.2743362831858407
R02,BS2DCE,G,11,153.16204568963903,222.24918713479002,0.3561643835616438
R02,BS2DCE,H,0,58.13305846788365,98.9189145685409,0.20535714285714285
R02,BS2DCE,H,1,50.79886456968091,75.62687751813846,0.20535714285714285
R02,BS2DCE,H,2,49.810826410200704,74.47008099543002,0.18666666666666668
R02,BS2DCE,H,3,57.86807065598286,146.79978349175644,0.1834862385321101
R02,BS2DCE,H,4,65.2262893235572,83.64263823356211,0.2636363636363636
R02,BS2DCE,H,5,52.583798705871,110.9404950933575,0.16666666666666666
R02,BS2DCE,H,6,59.97555781671292,103.20471003006658,0.21621621621621623
R02,BS2DCE,H,7,97.40916214625717,237.66824694825917,0.23636363636363636
R02,BS2DCE,H,8,57.891261742663815,85.29311053373266,0.2191780821917808
R02,BS2DCE,H,9,58.31928120609517,121.27978400265917,0.1592920353982301
R02,BS2DCE,H,10,63.06322146951003,92.42712190160566,0.20175438596491227
R02,BS2DCE,H,11,78.92612898276086,168.28728990507105,0.18666666666666668
R02,BSDC91,A,0,15.88358816130147,108.17393426676811,0.08108108108108109
R02,BSDC91,A,1,49.81371736606786,180.49907987586025,0.15315315315315314
R02,BSDC91,A,2,34.136033021677875,156.10720810371316,0.16216216216216217
R02,BSDC91,A,3,18.250717044366436,126.76729272655494,0.11504424778761062
R02,BSDC91,A,4,25.463433319882064,146.49956578374162,0.10526315789473684
R02,BSDC91,A,5,36.076828396039,147.81229239524862,0.13157894736842105
R02,BSDC91,A,6,39.89620331064115,161.90897551983582,0.17543859649122806
R02,BSDC91,A,7,34.722196552147814,170.55016971704896,0.09649122807017543
R02,BSDC91,A,8,18.008410324050363,95.12967707242284,0.10526315789473684
R02,BSDC91,A,9,44.02519720279434,184.90196122770627,0.13392857142857142
R02,BSDC91,A,10,20.439752831797254,143.16399698829497,0.0990990990990991
R02,BSDC91,A,11,37.840192320070805,155.39447865249974,0.1643835616438356
R02,BSDC91,B,0,34.58004836237955,95.91239638770793,0.12612612612612611
R02,BSDC91,B,1,43.694423121862826,103.28620383046203,0.17117117117117117
R02,BSDC91,B,2,16.623619889456688,106.88784146957164,0.06756756756756757
R02,BSDC91,B,3,27.932030870600197,105.48472409420955,0.1504424778761062
R02,BSDC91,B,4,24.69975738206133,73.50022281292956,0.11504424778761062
R02,BSDC91,B,5,42.77070289179936,112.57388580271086,0.14473684210526316
R02,BSDC91,B,6,35.82269754727252,111.36773416906208,0.168141592920354
R02,BSDC91,B,7,27.39177640664245,106.57133671643506,0.1504424778761062
R02,BSDC91,B,8,33.211914397235866,77.85347206220958,0.17105263157894737
R02,BSDC91,B,9,44.17442742271451,123.84611749362944,0.14285714285714285
R02,BSDC91,B,10,35.763358628740185,111.71048087239221,0.13513513513513514
R02,BSDC91,B,11,36.757754715021406,99.37804543820847,0.1891891891891892
R02,BSDC91,C,0,-25.059266101016494,79.88733323764728,0.04504504504504504
R02,BSDC91,C,1,3.7745574066349192,96.89760471950463,0.14414414414414414
R02,BSDC91,C,2,-4.734643924178957,100.84322203727622,0.10810810810810811
R02,BSDC91,C,3,-20.043818194796128,84.54057721854396,0.08849557522123894
R02,BSDC91,C,4,-22.492669092596174,92.23354571645434,0.07017543859649122
R02,BSDC91,C,5,-4.6421292566878405,96.17627566301113,0.11842105263157894
R02,BSDC91,C,6,5.155875161222921,96.5840191925468,0.1875
R02,BSDC91,C,7,-20.324096824459335,85.63139420601067,0.07017543859649122
R02,BSDC91,C,8,-24.784621529615425,85.4471650512315,0.06578947368421052
R02,BSDC91,C,9,-3.8076222140262006,89.47982288415682,0.14285714285714285
R02,BSDC91,C,10,-7.9248218025081565,87.54257955904266,0.11926605504587157
R02,BSDC91,C,11,-27.12785852631483,94.21274630876474,0.0945945945945946
R02,BSDC91,D,0,69.56391835970074,93.6532868224765,0.25225225225225223
R02,BSDC91,D,1,90.72241878091022,120.23542794746987,0.36036036036036034
R02,BSDC91,D,2,76.27944638473596,111.45623893435769,0.2702702702702703
R02,BSDC91,D,3,54.15975264722551,97.48014314372278,0.23008849557522124
R02,BSDC91,D,4,80.81598425597376,117.12706439679357,0.2982456140350877
R02,BSDC91,D,5,82.50081495444537,107.5928192741359,0.2894736842105263
R02,BSDC91,D,6,62.18908376476375,98.93548058982842,0.2719298245614035
R02,BSDC91,D,7,71.48782181937426,102.46595291491907,0.3157894736842105
R02,BSDC91,D,8,73.31811018658432,100.44948340204282,0.34210526315789475
R02,BSDC91,D,9,74.68243128620607,114.98845434794688,0.2857142857142857
R02,BSDC91,D,10,60.058488311858625,88.3960211346889,0.25225225225225223
R02,BSDC91,D,11,54.365293893373476,84.90219666088345,0.1891891891891892
R02,BSDC91,E,0,-15.972788025992719,82.40159217768611,0.07207207207207207
R02,BSDC91,E,1,0.9891510825512619,73.65574156557635,0.09009009009009009
R02,BSDC91,E,2,7.539195277427687,77.64389711688253,0.08108108108108109
R02,BSDC91,E,3,-22.487035215546438,77.0493613792517,0.04424778761061947
R02,BSDC91,E,4,-19.230864534903002,81.22030751212294,0.06140350877192982
R02,BSDC91,E,5,2.6557287905192917,83.86309259281227,0.07894736842105263
R02,BSDC91,E,6,-4.725086062378469,72.51244089482222,0.05309734513274336
R02,BSDC91,E,7,-15.670387828777253,73.79451245556366,0.02631578947368421
R02,BSDC91,E,8,-20.56729464004322,77.9791285062236,0.039473684210526314
R02,BSDC91,E,9,-7.411163069498111,77.63690633821459,0.0625
R02,BSDC91,E,10,4.9364017210197195,87.29654874927195,0.08108108108108109
R02,BSDC91,E,11,-12.849141001221827,73.83463383086475,0.04054054054054054
R02,BSDC91,F,0,23.790928172040925,49.11131150464032,0.07476635514018691
R02,BSDC91,F,1,20.411931521889006,50.48249907941552,0.05454545454545454
R02,BSDC91,F,2,20.922759898495862,45.69863875038323,0.0410958904109589
R02,BSDC91,F,3,19.379876920830885,48.02590518722204,0.045454545454545456
R02,BSDC91,F,4,28.19370155859447,47.085297549890846,0.08849557522123894
R02,BSDC91,F,5,25.561216029076764,44.29572058371596,0.06666666666666667
R02,BSDC91,F,6,20.659129629444703,46.67763348755161,0.06363636363636363
R02,BSDC91,F,7,26.150792804973563,53.64616428526968,0.08849557522123894
R02,BSDC91,F,8,26.3154078168925,48.39186734673871,0.12162162162162163
R02,BSDC91,F,9,22.20177074195359,48.3922309641322,0.09174311926605505
R02,BSDC91,F,10,18.936764914564616,58.86725055678077,0.1
R02,BSDC91,F,11,23.032774010962953,53.76456578026206,0.0958904109589041
R02,BSDC91,G,0,53.60250482712123,139.28732261757432,0.28703703703703703
R02,BSDC91,G,1,69.67662775368099,145.76158425064395,0.34234234234234234
