layout,sigma,ID,d_tag_mm,N,X,Y,Z,3D
V4-anchor-delay,uniform50,ID16,-110,601,32.38688937071605,19.25004283389779,39.496592987269786,54.5843897998315
V4-anchor-delay,uniform50,ID13,70,601,30.249935261635176,17.130174793425066,42.08721054587631,54.58786278394985
V3-lite,uniform30,ID15,115,600,41.57570167991998,24.629835864969635,25.405517777397733,54.594945905740374
V4-anchor-delay,uniform30,ID15,135,600,42.14157906125271,25.86815498870251,23.161914364495885,54.603556709463426
V4-anchor-delay,uniform30,ID16,-145,601,33.19785496945533,18.753583084088536,39.11248347609162,54.62216415277173
V4-anchor-delay,uniform30,ID15,125,600,41.16060189444398,24.1155048096663,26.656652612822135,54.64732243265558
V4-anchor-delay,uniform30,ID15,-90,600,31.45169423404636,16.791702593746688,41.42079559462369,54.6521056673975
MDS+NLS,uniform30,ID15,-115,600,33.59891679582668,18.128991961343377,39.140963416778014,54.676892528570896
V3-lite,uniform30,ID14,65,600,29.271991406380668,14.797872211752434,43.7508962579505,54.68059460416031
V3-lite,uniform50,ID14,-70,600,30.748255491074616,16.909249831501853,41.943283884020694,54.686534069952685
MDS+NLS,uniform30,ID15,115,600,41.88925936873411,24.895505431976478,24.848001457776576,54.69844072384802
V4-anchor-delay,uniform30,ID15,70,600,32.45030746889145,17.485872075936378,40.42165888722557,54.705472160258566
V3-lite,uniform50,ID16,75,601,33.0825067908977,21.635314820616706,37.83498673558453,54.71768748986791
V4-anchor-delay,uniform30,ID15,140,600,42.53592332295596,26.702203220170503,21.74013556549433,54.7260991132544
V4-anchor-delay,uniform50,ID14,-90,600,33.22183323966703,18.6869496573634,39.29532795581443,54.74500059782711
MDS+NLS,uniform30,ID15,-150,600,35.92560205690378,19.83374222749729,36.24708915718862,54.75287833773672
V4-anchor-delay,uniform50,ID14,90,600,30.534551165261366,15.375403262557967,42.769517884050764,54.75393593509402
V3-lite,uniform30,ID15,-115,600,33.77893776494416,18.169537289669503,39.07729607146245,54.755673588272074
MDS+NLS,uniform30,ID16,-90,601,29.681219440032564,17.822599899006395,42.427228061959795,54.76029159554374
V4-anchor-delay,uniform30,ID16,60,601,32.44715036116869,20.71390181566274,39.00400746171745,54.80142236350181
MDS+NLS,uniform50,ID14,-70,600,30.745618150368216,16.889575561307648,42.13743374951127,54.82804137559378
MDS+NLS,uniform30,ID15,-120,600,34.136441258445025,18.439755773005825,38.746710816198984,54.83273487464874
V3-lite,uniform30,ID16,50,601,32.74780937569837,21.62780985871144,38.32941844136095,54.85731944093326
V4-anchor-delay,uniform30,ID15,120,600,40.618191033730994,23.209739699284434,28.67303779106087,54.86959591548683
MDS+NLS,uniform30,ID15,-145,600,35.77068138943451,19.696362961014792,36.674366788524594,54.8862235929537
V4-anchor-delay,uniform30,ID15,145,600,42.85891244844756,27.463702878458843,20.573903285316447,54.903796302746834
V3-lite,uniform30,ID15,-150,600,36.13192084065714,19.896204291988585,36.25329891571375,54.91517396072009
V3-lite,uniform30,ID15,-120,600,34.32991742714749,18.482785951713414,38.68701953831127,54.92578709358017
V4-anchor-delay,uniform30,ID14,65,600,28.948770678099986,14.288796462227385,44.442465967786916,54.93026314710391
MDS+NLS,uniform30,ID15,-125,600,34.58083377883631,18.735257977005006,38.37086707807579,54.94695074913436
MDS+NLS,uniform30,ID15,-135,600,35.245688069393935,19.26726889002428,37.51656427608976,54.963431234298774
V3-lite,uniform30,ID15,120,600,42.20519610642579,25.430542404350064,24.36166644171482,54.96800757876057
MDS+NLS,uniform30,ID15,-140,600,35.549268858025854,19.5130050847442,37.117908660627705,54.97496727708131
MDS+NLS,uniform30,ID15,-130,600,34.939929131498324,19.013453414630845,37.94884217639626,54.97658302398845
V4-anchor-delay,uniform50,ID15,-105,600,30.22003193149341,16.277333615217024,42.9747144148534,55.00025453213616
V3-lite,uniform30,ID15,-145,600,35.97587323434601,19.750865266267674,36.679093427726606,55.0428562887128
V3-lite,uniform50,ID13,75,601,31.892012864993504,18.638918363913184,40.83031971761036,55.06019224993509
V3-lite,uniform30,ID15,-125,600,34.78567584986813,18.775711506493582,38.33143617827288,55.062415370161354
MDS+NLS,uniform30,ID15,120,600,42.46649049414412,25.669197867597223,23.903384878817914,55.07887383307679
V4-anchor-delay,uniform30,ID16,-105,601,30.72635862437478,17.694433789433088,42.16103032819566,55.08860662403212
MDS+NLS,uniform50,ID16,75,601,33.35322957181454,21.84055071504119,38.02267899453713,55.09239236344765
V3-lite,uniform50,ID15,105,600,36.20446622011819,20.919199354032866,35.87525087145441,55.09455418630083
V3-lite,uniform30,ID15,-135,600,35.44977059448121,19.316653124209964,37.504344807973126,55.103495375499875
V3-lite,uniform30,ID15,-130,600,35.14759564827984,19.05878678386242,37.92635894349651,55.10897872614449
V3-lite,uniform30,ID15,-140,600,35.74921003702799,19.565778628207656,37.11712989032292,55.12265453418108
V4-anchor-delay,uniform30,ID15,150,600,43.121810309872046,28.173759401927594,19.64753446512881,55.12963680087794
V4-anchor-delay,uniform50,ID16,80,601,32.67978015896183,21.027235451238912,39.149296886992566,55.161400532490106
V3-lite,uniform50,ID15,-85,600,26.770023269326064,14.998242430080765,45.88458660321148,55.199426714227286
V4-anchor-delay,uniform30,ID15,115,600,39.99834999506186,22.337143856403234,30.810892333293513,55.20984590055403
MDS+NLS,uniform30,ID14,65,600,29.5890347646244,14.929043873796216,44.182499595453685,55.23115606059816
MDS+NLS,uniform50,ID15,105,600,36.64486412101059,21.049870368548536,35.5972145160572,55.25490738642334
V3-lite,uniform50,ID16,-100,601,32.01981133123635,18.78585574578729,40.96901056994192,55.2868566738019
V4-anchor-delay,uniform30,ID16,-140,601,33.21014474797248,18.653035467730064,40.09882751941288,55.30610648719817
MDS+NLS,uniform50,ID13,75,601,32.197091057206634,18.822054315626566,40.90103530914638,55.35175779111709
V3-lite,uniform30,ID16,-95,601,30.136217873257596,17.843706536392656,42.879038906108114,55.36426165111286
V4-anchor-delay,uniform50,ID15,100,600,34.66773071996735,18.99435816334686,38.77481649089682,55.37258878915084
V3-lite,uniform30,ID15,125,600,42.75236311777585,26.17329315938494,23.53797060003478,55.379074449916274
MDS+NLS,uniform30,ID16,50,601,33.16325727203462,21.905881728495388,38.58900746747676,55.396577371882486
V4-anchor-delay,uniform30,ID15,-95,600,32.82839074457983,17.36889195075576,41.11835899030942,55.40849296391125
MDS+NLS,uniform50,ID15,-85,600,26.72320200832484,15.00347253410165,46.16826059561695,55.41427613967429
MDS+NLS,uniform50,ID16,-100,601,32.05991465269247,18.796598089794443,41.16540917321536,55.45936476092593
MDS+NLS,uniform30,ID15,125,600,42.96017900949383,26.371049549668978,23.15580602852093,55.4725210145468
V4-anchor-delay,uniform50,ID14,-95,600,34.0436401043071,19.13155199904741,39.424170934121726,55.4909989753896
V4-anchor-delay,uniform50,ID13,-60,601,23.241144401541785,13.751538194499236,48.514264631424226,55.52377390394089
V3-lite,uniform50,ID13,-55,601,23.493983111948648,13.500300706144259,48.497672734152204,55.55402435692465
MDS+NLS,uniform50,ID13,-50,601,23.493766537503436,13.173134455092985,48.620764983993496,55.582976936463226
V4-anchor-delay,uniform50,ID16,-115,601,33.424296116759265,19.731922285601502,39.82049408657866,55.60759010499441
V4-anchor-delay,uniform30,ID16,-110,601,31.241488874276108,17.799857523790635,42.440368625138476,55.62418937824085
V4-anchor-delay,uniform50,ID13,75,601,31.137567997738323,17.765821692597086,42.53125316986299,55.624455569703436
V4-anchor-delay,uniform30,ID15,110,600,39.32550310768629,21.52138847047635,32.938658940895245,55.62931429735958
V4-anchor-delay,uniform50,ID15,-110,600,31.6314051982948,16.856902739073515,42.54317800410517,55.62933542172038
V3-lite,uniform50,ID14,95,600,31.683984619842754,15.819727092696223,42.94194179511695,55.661018781666506
V3-lite,uniform50,ID13,-50,601,23.489427073703784,13.18310299685364,48.71775310092012,55.668364948853245
V3-lite,uniform50,ID14,-75,600,31.726086429493503,17.414347565603705,42.3075444291387,55.675240249961064
V3-lite,uniform30,ID16,-150,601,33.3496786507404,18.83290999829407,40.408690194443956,55.67532495048454
MDS+NLS,uniform30,ID16,-95,601,30.236384616439565,17.903641667638198,43.26493045506738,55.73718280392605
V3-lite,uniform30,ID15,130,600,43.18335579879923,26.856080632263406,22.879830936219683,55.763231153174004
V4-anchor-delay,uniform30,ID15,75,600,33.61551819677087,17.922562585583336,40.74726061188834,55.781363918828056
MDS+NLS,uniform50,ID14,-75,600,31.718191131552146,17.394828279427355,42.53623343800067,55.83865018623324
V4-anchor-delay,uniform30,ID13,50,601,30.40631672787296,17.535039367428766,43.42956773422621,55.84038911177774
V4-anchor-delay,uniform30,ID16,-135,601,33.1246912279149,18.52769450888954,40.97373387480201,55.85129810848209
MDS+NLS,uniform30,ID15,130,600,43.3676949631472,27.059713067036242,22.55973004764848,55.87420207492621
V4-anchor-delay,uniform30,ID13,-45,601,22.775132644189664,13.99549581796092,49.06583237111254,55.875186589586534
V3-lite,uniform30,ID13,50,601,32.09316888032221,19.26857999097549,41.61037363909384,55.97028549180804
V4-anchor-delay,uniform50,ID14,-100,600,34.798600522879624,19.520954484579857,39.29658470728939,56.002069890292155
MDS+NLS,uniform50,ID14,95,600,31.956745353406195,15.954110262285704,43.222480435867894,56.07093741745898
V4-anchor-delay,uniform30,ID15,-100,600,34.13844734695338,17.859333996167297,40.80775573049546,56.121852480180564
V4-anchor-delay,uniform30,ID15,105,600,38.6499892043584,20.860271144307468,34.94375070746653,56.12520192584268
V3-lite,uniform50,ID15,110,600,37.982971500470384,21.465335020600023,35.33533675284133,56.143145218172826
V4-anchor-delay,uniform30,ID16,-115,601,31.777006803345827,17.915430576362063,42.68189488243421,56.14699426390961
V4-anchor-delay,uniform30,ID16,65,601,34.025384664276395,21.310703552051166,39.26337247383602,56.15590178649583
V3-lite,uniform30,ID15,135,600,43.56538749114483,27.54579818532163,22.363525515388694,56.18577451986853
V4-anchor-delay,uniform50,ID15,-115,600,33.07829924261896,17.469932940964366,41.99151473932298,56.23752970969491
MDS+NLS,uniform30,ID16,-150,601,33.51011648328207,18.840681270594107,41.071505508547595,56.25626847029497
MDS+NLS,uniform30,ID15,135,600,43.71646664675312,27.733460638129714,22.083988772015214,56.284783513182866
V4-anchor-delay,uniform50,ID16,85,601,33.808489644523796,21.562049298249473,39.49735415796972,56.28478415579206
V3-lite,uniform50,ID16,-105,601,33.004717236994566,19.2420104850866,41.35996707920307,56.304646381936465
MDS+NLS,uniform50,ID15,110,600,38.48166231554433,21.636862597275925,34.997532750486805,56.33666174208744
V3-lite,uniform30,ID16,-100,601,30.6981627208991,17.923842953560705,43.7209179528515,56.348558165251035
V3-lite,uniform50,ID15,-90,600,28.00100585009337,15.449952016061536,46.41959927564705,56.369642032101105
MDS+NLS,uniform30,ID13,50,601,32.47327636241535,19.49406492081854,41.759369446800335,56.37709802252377
V3-lite,uniform50,ID16,80,601,34.71299744424079,22.556387269913763,38.291433041911326,56.391636282673815
V4-anchor-delay,uniform50,ID14,-105,600,35.569604774984874,19.883935072950923,39.03001936656284,56.426147038303306
V3-lite,uniform30,ID16,-145,601,33.379717482250136,18.750649766630314,41.54044826915689,56.49248842340164
V4-anchor-delay,uniform50,ID16,-120,601,34.405343994858576,20.180128772610956,40.005651022126955,56.4926314344439
MDS+NLS,uniform50,ID16,-105,601,33.04300552559949,19.256021510022897,41.595863860711034,56.50531363401206
V3-lite,uniform50,ID14,-80,600,32.689747423572804,17.89478870088274,42.51183081199451,56.534049989841265
V4-anchor-delay,uniform50,ID15,105,600,35.996962918232676,19.33691018581703,39.07282780250174,56.53656610862501
V4-anchor-delay,uniform30,ID16,-120,601,32.253586813175275,18.073017027719597,42.77466758446126,56.53848241472738
V3-lite,uniform30,ID16,55,601,34.61660164682542,22.585990953165823,38.62499038493802,56.57142369737604
V3-lite,uniform30,ID15,140,600,43.87423219588398,28.194179556093683,21.95569105587386,56.58544319310906
V4-anchor-delay,uniform30,ID16,-130,601,33.00809905170324,18.391177891235586,42.13830802909164,56.59864866574761
V4-anchor-delay,uniform30,ID15,100,600,37.90793301129873,20.261079543285692,36.85217781448198,56.61806901616003
V4-anchor-delay,uniform30,ID15,80,600,34.62999077444298,18.35394570389147,40.88046433949736,56.633170037993786
MDS+NLS,uniform50,ID15,-90,600,27.938929444128274,15.465919495299273,46.77545476753384,56.63675143428214
MDS+NLS,uniform30,ID15,140,600,44.00364241924298,28.368582950393513,21.724646647121027,56.68383646786996
MDS+NLS,uniform50,ID14,-80,600,32.68149577741129,17.87588989645134,42.75515413568091,56.70653234861779
V3-lite,uniform50,ID13,80,601,33.64703267557257,19.8834591156024,41.10185507409945,56.71716887156088
V4-anchor-delay,uniform30,ID16,-125,601,32.665953715319915,18.23019065628217,42.63923057821671,56.723084963691385
MDS+NLS,uniform30,ID16,-100,601,30.7866587165351,17.971371344515568,44.12918543177556,56.72894807594192
V4-anchor-delay,uniform50,ID14,-110,600,36.2567690478783,20.23986473328154,38.716278640579866,56.77284260971737
V4-anchor-delay,uniform50,ID13,80,601,32.194273142302876,18.477534469619663,42.984447850944726,56.793954434321385
MDS+NLS,uniform50,ID16,80,601,35.03651535214595,22.792999745387526,38.493114899308665,56.82251437648438
V4-anchor-delay,uniform30,ID15,-105,600,35.32772333269381,18.35718170360327,40.55667293460932,56.83201452962351
V4-anchor-delay,uniform50,ID15,-120,600,34.49666502765097,18.057719217748968,41.42376999645395,56.850944073921376
V4-anchor-delay,uniform50,ID14,95,600,31.90834256421469,15.53250968677918,44.52121004170017,56.934517877491054
V4-anchor-delay,uniform30,ID15,95,600,37.09710189991454,19.747156040265246,38.45538529652982,56.964566173681945
V3-lite,uniform30,ID15,145,600,44.13640168809639,28.82213497883304,21.629752637674585,56.97879972303786
V4-anchor-delay,uniform50,ID14,-115,600,36.92998092344484,20.528053648827054,38.239931599112246,56.98698839489506
V4-anchor-delay,uniform30,ID15,85,600,35.43463348120352,18.825185835557896,40.5037635829681,57.01364517442725
MDS+NLS,uniform30,ID15,145,600,44.23809223768281,28.97016485275155,21.425479755221073,57.055503145329645
MDS+NLS,uniform50,ID13,80,601,34.011472017514485,20.106876682502374,41.177603804515186,57.06716896609777
V4-anchor-delay,uniform50,ID14,-150,600,39.94762939916089,21.801383004600794,34.43539828958208,57.0693442304023
V4-anchor-delay,uniform30,ID15,90,600,36.243770731491445,19.287582142602865,39.67338149065129,57.09289746235797
V4-anchor-delay,uniform50,ID14,-145,600,39.65514676911245,21.67528882048404,34.89321140276966,57.09540272850017
V3-lite,uniform50,ID15,115,600,39.757157699773074,22.14486272877374,34.4957882714231,57.10504305319898
MDS+NLS,uniform30,ID16,-145,601,33.541984029184725,18.753324363506316,42.264586833969,57.12308786771832
V4-anchor-delay,uniform50,ID14,-120,600,37.54651603771186,20.803569913646406,37.70287396701307,57.131743305229186
V4-anchor-delay,uniform50,ID14,-140,600,39.33861206337784,21.54516879636307,35.402970170148436,57.140974741468426
V3-lite,uniform30,ID16,-105,601,31.213562473379277,18.009285807978888,44.36155693316763,57.15390267626257
MDS+NLS,uniform30,ID16,55,601,35.104963849709726,22.90282817953848,38.89810563202475,57.183569731794854
V4-anchor-delay,uniform50,ID14,-135,600,38.97407231777526,21.40874478340356,35.98275369226448,57.20202120126751
V3-lite,uniform50,ID14,-85,600,33.58750076087663,18.33035545484388,42.52545339282565,57.20608643080035
V4-anchor-delay,uniform30,ID14,70,600,30.472669148540543,14.531630770116813,46.183977740352695,57.207618878929175
V4-anchor-delay,uniform30,ID13,55,601,31.95668145513991,18.511552768000474,43.70744117021228,57.22104061580247
V4-anchor-delay,uniform50,ID14,-125,600,38.09171117210831,21.041956685335823,37.170394869728376,57.23094142103901
V4-anchor-delay,uniform50,ID14,-130,600,38.5639964319456,21.247733488482993,36.58623504911353,57.246839164007106
V4-anchor-delay,uniform50,ID16,-125,601,35.35750504697416,20.608897745397822,40.074241652839525,57.27848351237352
V3-lite,uniform30,ID16,-140,601,33.382893748506284,18.646185414272516,42.65728039173109,57.28648528183811
V3-lite,uniform30,ID15,150,600,44.32219591058867,29.389107804052266,21.364603608533013,57.31163054044572
V3-lite,uniform50,ID16,-110,601,33.96526728491343,19.673299589657844,41.76690305573413,57.316248039688844
MDS+NLS,uniform50,ID15,115,600,40.32116078767389,22.367182551574423,34.08186719021883,57.33812460948318
V3-lite,uniform50,ID15,-95,600,29.318272879695186,15.876526033519326,46.67729741391197,57.36196734255268
MDS+NLS,uniform50,ID14,-85,600,33.57570019090477,18.31680733131692,42.76855757325012,57.375801441187015
MDS+NLS,uniform30,ID15,150,600,44.40579018531475,29.53044407047464,21.180218178005497,57.38051037634243
V3-lite,uniform30,ID14,70,600,31.384691515094453,15.330958730866076,45.529528685821674,57.38445032810037
V4-anchor-delay,uniform50,ID13,-65,601,24.005071596613927,14.279112067932406,50.20791530855373,57.45407960656961
V4-anchor-delay,uniform30,ID15,-110,600,36.342872356581886,18.85728963286538,40.331082940751564,57.47171473514913
V4-anchor-delay,uniform50,ID15,-125,600,35.87737405523854,18.652532646289448,40.84189531916735,57.47315335425942
MDS+NLS,uniform50,ID16,-110,601,34.001911242357934,19.686227810514957,42.007108618948656,57.517603462460336
V4-anchor-delay,uniform50,ID16,90,601,35.12201511642903,22.113468237600433,39.89640216107005,57.569821336633204
V4-anchor-delay,uniform50,ID15,110,600,37.34930979920516,19.72482637719733,39.124234823425105,57.57382624601297
MDS+NLS,uniform30,ID16,-105,601,31.310643472009144,18.054253562579053,44.84165564568477,57.59415376042381
V4-anchor-delay,uniform30,ID13,-50,601,23.406161127607547,14.475795583629179,50.65065466901461,57.64447809556711
MDS+NLS,uniform50,ID15,-95,600,29.25070954641125,15.896825987707256,47.06542546645776,57.64952176549819
V3-lite,uniform30,ID16,-110,601,31.644837840888112,18.0949560634023,44.77560287936213,57.738010098399705
V4-anchor-delay,uniform30,ID16,70,601,35.84353685759281,22.037345825668943,39.588550950180085,57.77245980427653
MDS+NLS,uniform50,ID13,-55,601,24.201619179401217,13.516251254233156,50.77729802111891,57.85102776267546
MDS+NLS,uniform30,ID13,-35,601,24.004213237150452,13.358812676779424,50.94513406772789,57.87976169998146
V3-lite,uniform30,ID16,-135,601,33.28704599827575,18.51844252176503,43.62169111031048,57.912106506727774
MDS+NLS,uniform30,ID16,-140,601,33.54090967495069,18.642849891433556,43.43106870569461,57.9552085909152
MDS+NLS,uniform30,ID14,70,600,31.782322854882093,15.477544691479036,45.96379820076685,57.985698070899424
V3-lite,uniform30,ID13,-35,601,23.957918363578425,13.359345410254397,51.094429915574445,57.99219542752216
V3-lite,uniform50,ID14,-90,600,34.37647241961642,18.812492825897042,42.752079389773215,57.99475868119935
V4-anchor-delay,uniform50,ID16,-130,601,36.22927555236948,21.030552819546006,40.12795812633805,58.00946114500954
V3-lite,uniform50,ID15,120,600,41.55065183254348,22.96900626495331,33.3560531839655,58.022910996607614
V4-anchor-delay,uniform30,ID15,-115,600,37.2120396519423,19.331050043338077,40.109158724111204,58.0273211891753
V4-anchor-delay,uniform50,ID13,85,601,33.4724801324806,19.26871106889915,43.36393712313168,58.069968101377
MDS+NLS,uniform50,ID13,-60,601,24.257366940122363,13.957539635268148,50.93841547156675,58.120176653996616
V3-lite,uniform50,ID15,-100,600,30.65041714051969,16.291250766239006,46.62650758074443,58.12816986275728
V4-anchor-delay,uniform50,ID15,-130,600,37.239705215301434,19.264853793587026,40.2805006259946,58.14162851943163
MDS+NLS,uniform50,ID14,-90,600,34.366879981891515,18.795584712450648,42.99425767499037,58.16238163449046
V3-lite,uniform30,ID13,55,601,34.37789347083051,20.848173703282814,42.028785184944134,58.16274314693388
V3-lite,uniform50,ID13,-60,601,24.26713258054357,13.974265402255593,50.983036756993634,58.16737792078409
V3-lite,uniform30,ID16,-115,601,32.09392704633092,18.16207267310116,45.062236525568764,58.227881618040364
V3-lite,uniform50,ID16,85,601,36.541142908363675,23.488351067392482,38.777671585792525,58.22942189761217
MDS+NLS,uniform30,ID16,-110,601,31.76524753732606,18.129754403237463,45.33595391380109,58.25004431846901
V3-lite,uniform50,ID14,100,600,33.82137120575652,16.183628855632158,44.590447035322526,58.25893030243801
MDS+NLS,uniform50,ID15,120,600,42.128563506504314,23.241119784447417,32.879846110611126,58.27563635185865
V3-lite,uniform50,ID16,-115,601,34.89084176638114,20.098199414117182,42.1737474283329,58.30894812123679
V4-anchor-delay,uniform50,ID15,115,600,38.688176493849845,20.182882931572713,38.81511197647346,58.401512665298476
V4-anchor-delay,uniform30,ID15,-120,600,37.918464781780614,19.73404631167163,39.81159699502868,58.414089144083334
MDS+NLS,uniform50,ID15,-100,600,30.57904007225727,16.309320872764054,47.0403512939285,58.428300411082425
V3-lite,uniform30,ID16,-130,601,33.14053940420718,18.395300168818707,44.51764648091438,58.467967884153616
V3-lite,uniform30,ID16,60,601,36.794697184451145,23.60620451928637,38.876935798730294,58.50229713268044
MDS+NLS,uniform50,ID16,-115,601,34.929366641526286,20.10817649794491,42.41866568656588,58.512755999690484
V4-anchor-delay,uniform30,ID13,60,601,33.62332072526408,19.638718185971666,43.77722478304094,58.588841585125074
V3-lite,uniform50,ID15,-105,600,31.946078965875735,16.693904453440492,46.21191636374735,58.60699293774207
MDS+NLS,uniform30,ID16,-135,601,33.43388699417945,18.52023950455354,44.42953524650558,58.60723225904862
V3-lite,uniform50,ID13,85,601,35.60670367661047,21.29851327940636,41.39758628413033,58.6107853963672
V3-lite,uniform30,ID16,-120,601,32.51916011358709,18.22424681063808,45.231281706518,58.61303431083018
MDS+NLS,uniform30,ID13,55,601,34.82050742436308,21.101820058106068,42.17421923211053,58.6209801597767
V4-anchor-delay,uniform50,ID16,-135,601,37.07640778679993,21.438376214975523,40.119738355393494,58.68438799896561
V4-anchor-delay,uniform30,ID15,-125,600,38.47730936365778,20.08365586770202,39.53036875037219,58.706955485864796
MDS+NLS,uniform50,ID14,100,600,34.15476093940312,16.338622533723267,44.87211069594851,58.71119654236935
MDS+NLS,uniform50,ID16,85,601,36.93030484183904,23.75407059795246,39.005303561175424,58.732588837740785
V4-anchor-delay,uniform30,ID15,-150,600,39.85406437181183,21.187309306459724,37.61778543753585,58.756670292185554
MDS+NLS,uniform30,ID16,-115,601,32.2043542426126,18.190803949261095,45.68688957790126,58.7819501191265
V4-anchor-delay,uniform50,ID15,-135,600,38.51399703366107,19.823758001985908,39.74503293701098,58.787558139407714
V3-lite,uniform50,ID14,-95,600,35.107047146038795,19.27786230287676,43.05535279905139,58.80394662719204
V3-lite,uniform30,ID16,-125,601,32.88060534826004,18.30425305771427,45.24329271720291,58.84841054746827
V4-anchor-delay,uniform30,ID15,-130,600,38.89890714853401,20.387682952842077,39.18458511412741,58.85757643755112
V3-lite,uniform50,ID15,125,600,43.248317419205534,23.932575422379013,32.01522455783984,58.89108361568097
MDS+NLS,uniform50,ID15,-105,600,31.883937079562916,16.709976416864546,46.63807860640206,58.91450697105624
V4-anchor-delay,uniform30,ID15,-145,600,39.740051232867984,21.06886108139726,38.071805156879726,58.92903297324335
V4-anchor-delay,uniform30,ID15,-135,600,39.252086952094146,20.658167369194558,38.83703677668875,58.955929597813046
MDS+NLS,uniform50,ID14,-95,600,35.09664354499139,19.26141014279451,43.291157913006764,58.965249615871386
V4-anchor-delay,uniform30,ID15,-140,600,39.52223487360665,20.883333289132395,38.47079830830574,58.975613444438665
V3-lite,uniform50,ID15,-110,600,33.18953706585026,17.11345500071395,45.66235182122309,58.9869993011347
MDS+NLS,uniform50,ID13,85,601,36.02283635316707,21.56242359848664,41.46336386791793,59.0067232915961
V4-anchor-delay,uniform50,ID15,120,600,40.02694161834329,20.74498952498486,38.11490719862434,59.03606352450795
V4-anchor-delay,uniform30,ID13,-150,601,37.31211997035481,22.31587018635569,39.94464798068543,59.04038669552652
V4-anchor-delay,uniform50,ID16,95,601,36.65335307739319,22.722257986122102,40.349526732157194,59.05805285744703
MDS+NLS,uniform30,ID16,-130,601,33.279390917363195,18.40864249190083,45.321051907497896,59.16412531447931
MDS+NLS,uniform50,ID15,125,600,43.82218994721337,24.249152220945994,31.505221280998406,59.169119337446055
V4-anchor-delay,uniform30,ID13,-55,601,24.191311662537668,14.976571461282619,51.910028273005636,59.19601581181947
V3-lite,uniform50,ID16,-120,601,35.751427230819985,20.509820596353336,42.490498213414604,59.19678815915105
MDS+NLS,uniform30,ID16,-120,601,32.636612092171276,18.245872971471545,45.905579641849386,59.206271387413956
V4-anchor-delay,uniform50,ID14,100,600,33.45860380441408,15.66843581848635,46.26480815344523,59.20650743806689
MDS+NLS,uniform30,ID16,60,601,37.36943488566584,23.954878125618485,39.18945015683181,59.21253121833299
V3-lite,uniform50,ID15,-115,600,34.364251891560734,17.55447807162468,44.92295886108331,59.221058258598944
V3-lite,uniform50,ID15,-120,600,35.48122570222409,18.005559718459168,43.86730549625008,59.223796312027304
V4-anchor-delay,uniform50,ID16,-140,601,37.880696445526524,21.82304016165637,39.98793209939769,59.24716836002741
MDS+NLS,uniform50,ID15,-110,600,33.1364831145487,17.127536464900757,46.07367313919148,59.28037090887953
V4-anchor-delay,uniform50,ID15,-140,600,39.642785150643306,20.32708236329383,39.23722040482075,59.36581640136585
V3-lite,uniform50,ID15,-125,600,36.51922805150702,18.4329124490613,43.021984067440314,59.36596155990252
V4-anchor-delay,uniform50,ID13,90,601,34.93073713981808,20.217864300291456,43.60204200525401,59.41427859550263
MDS+NLS,uniform50,ID16,-120,601,35.78443082317488,20.51932936148549,42.7672611167312,59.41891104867521
V4-anchor-delay,uniform50,ID13,-70,601,24.952198408265158,14.903970647098502,51.85772140149018,59.447151449077666
MDS+NLS,uniform30,ID16,-125,601,33.00301535973679,18.329609943148192,45.95471466891604,59.472762032752996
V4-anchor-delay,uniform50,ID15,125,600,41.32575462839825,21.432783559954306,37.017385092801554,59.47662570996436
MDS+NLS,uniform50,ID15,-120,600,35.43424411017501,18.016089542563087,44.26487884739264,59.49407228824962
MDS+NLS,uniform50,ID15,-115,600,34.31650831341473,17.563986970634566,45.35705976089144,59.52629042097584
V3-lite,uniform50,ID15,-130,600,37.46554012712412,18.87938605148725,42.24456805188951,59.5373953460257
V3-lite,uniform50,ID14,-100,600,35.81873196429931,19.714813534775274,43.31434723391957,59.56331176606814
V4-anchor-delay,uniform30,ID14,75,600,32.16160584268477,14.89314635372808,47.92092082793765,59.603601834882824
MDS+NLS,uniform50,ID15,-125,600,36.472212554928134,18.44064986240688,43.38855733910733,59.60576116424274
V4-anchor-delay,uniform30,ID13,-145,601,37.34492218007456,22.135426978876378,40.853458886113536,59.612292718300665
V4-anchor-delay,uniform50,ID16,-145,601,38.64639624082126,22.16554131617027,39.74997507213802,59.70691486316312
V3-lite,uniform50,ID15,130,600,44.80069920158021,24.9594233649808,30.58371619869158,59.71129842990294
V3-lite,uniform50,ID15,-135,600,38.346812308234945,19.33689288637659,41.50762384924728,59.726679786447214
V4-anchor-delay,uniform30,ID16,75,601,37.95282723655339,22.964955976988094,40.042052949048646,59.75928632980054
MDS+NLS,uniform50,ID15,-130,600,37.43312138203581,18.8841280719132,42.58742375492518,59.762342085298265
MDS+NLS,uniform50,ID14,-100,600,35.79140090125643,19.720063844595206,43.663820964145124,59.803298886418375
V4-anchor-delay,uniform50,ID15,130,600,42.562855230001325,22.22930629404908,35.689646123842365,59.82883538971654
V4-anchor-delay,uniform50,ID15,-145,600,40.62381729645734,20.79752490078279,38.73815220211084,59.86214170716356
V3-lite,uniform50,ID16,-125,601,36.556218334916124,20.86822657447378,42.62820274802626,59.90829365655865
MDS+NLS,uniform50,ID15,-135,600,38.3108980562317,19.340760620716754,41.82549850648453,59.92630688252686
V3-lite,uniform50,ID15,-140,600,39.20258393728063,19.783200465626123,40.81517534728187,59.950781034545734
